,ord_id,ord_no,ord_title
11489,11969,318200044323000016,Оказание услуг по информационному обновлению и сопровождению программного продукта «Комплексная система автоматизации управления бюджетными учреждениями «Талисман - SQL»
11490,11970,348100062023000277,Оказание услуг по сопровождению информационной системы «Находка Региональный регистр»
11491,11971,813500000123021404,№ зз-50645-2023 Сопровождение программного обеспечения системы «1С:Предприятие 8 через Интернет»
11492,11972,108500000423002736,Услуги по предоставлению неисключительных (пользовательских) прав на программное обеспечение для управления процессами и мероприятиями по защите информации
11493,11973,836600003323000489,Оказание услуг по сопровождению программного продукта НПО «Криста» АС «УРМ»
11494,11974,126300029123000478,"Поставка сертификатов на предоставление доступа к аппаратно-программному комплексу административно-хозяйственной деятельности с передачей простой (неисключительной) лицензии ПП ""Парус-Бюджет 8"" и абонементов на лицензионное обслуживание ПП ""Парус-Бюджет 8"" на 2024 год"
11495,11977,878500000223001115,Оказание услуг по предоставлению лицензий на право использовать компьютерное программное обеспечение
11496,11978,372200067423000087,"Оказание услуг по предоставлению доступа и сопровождению системы управления для государственных спортивных школ ""ОЛИМП"" для нужд ГБУ ДО СШОР  в 2024 году"
11497,11979,862100004223000089,Оказание услуг по сопровождению медицинской информационной системы
11498,11980,173100010923000094,Оказание услуг по сопровождению программного обеспечения «Автоматизированная информационная система «Мониторинг оказания государственных услуг» (АИС «МОГУ»)
11499,11981,343200026023000094,"Услуги по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ГБУ «Межрайонная больница № 7» экземплярами систем КонсультантПлюс (в том числе специальной копией системы КонсультантПлюс) для нужд ГБУ «Межрайонная больница № 7»"
11500,11982,162300049123000002,"оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс"
11501,11983,372200284923000010,Оказание услуг по продлению лицензии на программный продукт Smeta WIZARD и приобретение прав на программный модуль итоговых СНБ
11502,11984,859200001123015698,"Оказание услуг по продлению, обновлению и сопровождению неисключительных прав использования базы данных, электронной справочных систем"
11503,11985,372200023023000355,Оказание услуг по настройке и сопровождению решения «VS Clinic» для программно-технического комплекса Санкт-Петербургского государственного бюджетного учреждения здравоохранения «Клиническая ревматологическая больница № 25» в 2024 году.
11504,11986,131300016023000142,Услуги по технической поддержке и абонентскому обслуживанию Автоматизированной системы управления муниципальной собственностью
11505,11997,391200017923000001,
11506,11987,119200000123022048,ЭА-№-23284/23 «Оказание услуг по сопровождению государственной информационной системы «Определение регионального стандарта стоимости жилищно-коммунальных услуг» (04-2023-D61638)»
11507,11988,101300045623000181,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  для нужд Администрации муниципального района Белорецкий район Республики Башкортостан
11508,11989,316100015223000536,"Оказание услуг по абоненскому сопровождению программных продуктов ""1С: Бухгалтерия государственного учреждения 8"", ""1С: зарплата и кадры бюджетного учреждения 8"", ""1С: Бюджетная отчетность 8"", ""1С: Управление торговлей 8"" для нужд ФБУ ""Администрация Ленск"
11509,11990,334300026023000229,Оказание услуг по адаптации и сопровождению адаптированных экземпляров Систем КонсультантПлюс
11510,11998,848200000223000015,"Оказание услуг по сопровождению справочно-правовой системы ""КонсультантПлюс"""
11511,11991,373100084623000573,"Оказание услуг по обслуживанию автоматизированной системы учета финансово-хозяйственной деятельности при помощи программных продуктов «1С: Предприятие 8», «1С:Медицина диетическое питание»"
11512,11992,352200040823000154,"Оказание услуг по информационному обслуживанию и представлению доступа к базе данных на сервер, услуг GPRS-связи (Реестровый номер 2023.086042)"
11513,11993,173300000923000008,Оказание услуг информационного сопровождения Систем КонсультантПлюс
11514,11994,248100000123000063,"Оказание услуг по адаптации, настройке и сопровождению информационной системы, автоматизирующей работу Контакт-Центра в сфере обязательного медицинского страхования Московской области, с предоставлением простых неисключительных лицензий на программное обеспечение для нужд ТФОМС МО в 2023-2024 гг."
11515,11995,323100000823000107,Оказание услуг по адаптации и сопровождению ранее установленных систем «Системы КонсультантПлюс» для нужд ДНЦ ФПД
11516,11996,538500000523000029,"Оказание услуг по сопровождению системы распознавания речевых коммуникаций и анализа смысловых категорий
в 2024 году"
11517,12000,179200001923000547,Оказание услуг по передаче неисключительных прав на использование программного обеспечения ViPNet Client
11518,12001,855200000523003835,Оказание услуг по технической поддержке информационных технологий
11519,12002,365100009723000030,Программа для ЭВМ и баз данных с электронным ключом защиты.
11520,12003,371300003623000123,Оказание услуг по настройке и сопровождению программного продукта «Модикомм – Заработная плата. Кадры. Тарификация»
11521,12004,321200022623000012,"Оказание услуг в 2024 году по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами систем КонсультантПлюс в министерстве энергетики, промышленности и связи Ставропольского края"
11522,12005,163200000323007896,1634-аэф/у. Оказание услуг по предоставлению лицензий на право использовать компьютерное программное обеспечение
11523,12006,148300021223000807,"Оказание услуг по консультационному и техническому сопровождению, модернизации, адаптации и развитию автоматизированных систем на базе «1С: Предприятие 8» на 2024-2025 год."
11524,12007,373100037223001817,Оказание услуг по сопровождению и обновлению комплексной системы управления деятельностью учреждения
11525,12008,2010700000123000035,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024г, установленных у заказчика"
11526,12009,173300002323000013,"Услуги по сопровождению Электронного периодического справочника ""Система Гарант"" (информационный продукт вычислительной техники), содержащего информацию о текущем состоянии законодательства Российской Федерации"
11527,12010,169300032623000223,"Оказание услуг по сопровождению автоматизированной системы""АЦК-Финансы"""
11528,12011,369300169423000005,Оказание услуг на передачу (продление) неисключительного права на использование информационной системы электронного документооборота «Контур.Диадок»
11529,12012,121200001623000192,Оказание услуг по техническому обслуживанию программного комплекса «БАРС-Имущество» для обеспечения государственных нужд Ставропольского края
11530,12014,334300035323000024,Оказание услуг по обеспечению функционирования (техническому сопровождению) Региональной медицинской информационной системы Иркутской области
11531,12015,173200024023000038,"Обслуживание информационно-вычислительных комплексов и технических средств, стоящих на балансе ГКУ ""Мосградцентр"""
11532,12016,150100003823000063,"Информационные услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Новгородском областном суде экземплярами Систем КонсультантПлюс для нужд Новгородского областного суда"
11533,12017,356200022823000027,Оказание услуг по адаптации и сопровождению установленных экземпляров системы КонсультантПлюс.
11534,12018,173100005623000025,Предоставление услуг по технической поддержке системы учета юридических дел и автоматизации процессов
11535,12019,318300516523000185,Оказание услуг по поставке сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»
11536,12020,826500000923008932,Оказание услуг по сопровождению автоматизированной системы технической и медицинской экспертизы «Медэксперт-ТФОМС» в 2024 году
11537,12021,242100000123000281,оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс (интранет-версия)
11538,12022,328200017023000033,Оказание услуг по Сервисному обслуживанию программных средств системы «1С:Предприятие» для нужд государственного бюджетного учреждения здравоохранения Владимирской области «Областная станция переливания крови».
11539,12023,846600002123000843,"Оказание услуг по технической поддержке и сопровождению подсистемы обеспечения информационной безопасности муниципальной информационной системы ""Кадры и Бухгалтерия"""
11540,12024,851600006823000285,"Оказание услуг по созданию информационных аудиороликов и радиопрограмм о деятельности органов местного самоуправления Сузунского района и еженедельной трансляции их на территории Сузунского района в эфире радиостанции, осуществляющей вещание на частоте FM в Сузунском районе"
11541,12025,848300046023000719,Оказание услуг по информационному сопровождению программных продуктов для нужд МБУ «Егорьевская служба благоустройства»
11542,12037,848300062223002421,Услуги по сервисному сопровождению программных продуктов 1С
11543,12026,301100005023000023,"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у ГБУЗ ""Республиканский центр дезинфекции"" экземплярами систем КонсультантПлюс"
11544,12027,864500000223005373,"оказание услуг по обслуживанию, сопровождению и адаптации программного продукта «Парус-Бюджет8»"
11545,12028,358300312023000087,Оказание услуг по расширению и поддержке информационных систем в течение 2024 года для нужд ГБУ РО «ГП № 4» в г. Ростове-на-Дону в 2024 году
11546,12029,151300039523000020,Оказание услуг по размещению информационных материалов не менее чем в двух сообществах социальной сети «ВКонтакте» в информационно-телекоммуникационной сети Интернет и мессенджере Telegram.
11547,12030,139200000123019251,Оказание услуг по техническому сопровождению программного комплекса «VipNet»
11548,12031,801300008923000007,Оказание услуги по информационному сопровождению и консультационному обслуживанию информационных систем и программного обеспечения 1С: Предприятие: Бухгалтерия государственного учреждения редакция 2.0 и  1С: Предприятие:  Зарплата и кадры государственного учреждения редакции 3.1
11549,12032,816500000623022839,Услуги по расширенной технической поддержке инженерных систем центрального узла связи государственной информационно-телекоммуникационной сети Республики Саха (Якутия) «СахаИнформ-Сеть»
11550,12033,132300007223000274,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс"
11551,12034,123300007923000332,"Оказание услуг по адаптации и сопровождению ранее установленных экземпляров справочно-правовых систем ""КонсультантПлюс"""
11552,12035,362300300023000081,Оказание услуг по предоставлению неисключительного (пользовательского) права на использование программ для ЭВМ: «Бюджет-СМАРТ Про»
11553,12038,172200002523000559,Оказание услуг по сопровождению государственной информационной системы Санкт-Петербурга «Аппаратно-программный комплекс «Безопасный город» в январе-марте 2024 года
11554,12039,813500000123021317,№ зз-50294-2023 Услуги по адаптации и сопровождению экземпляров системы КонсультантПлюс
11555,12040,373200648523000005,Оказание услуг по системному и техническому обслуживанию информационно-вычислительного комплекса ГКУ «ЦНД» в 2024 году
11556,12041,848200001123000433,Оказание услуг по сопровождению единой автоматизированной информационной системы «Социальная защита и социальное обслуживание населения Московской области» в 2024 г.
11557,12046,122200002523005307,"Оказание услуг по адаптации и сопровождению экземпляров справочно-правовой системы ""Консультант Плюс"""
11558,12042,372200046323000167,"Оказание услуг по обслуживанию лабораторной информационной системы (ЛИС), функционирующей в клинико-диагностической лаборатории СПб ГБУЗ «Городская поликлиника №91»  в 2024 году"
11559,12043,120200003323000024,Оказание услуг по обновлению прикладного программного обеспечения подсистемы «Централизованная медицинская информационная система» Государственной информационной системы в сфере здравоохранения Приморского края для обеспечения возможности обработки обращений пациентов и его адаптации в целях реализации проекта «Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы здравоохранения (ЕГИСЗ)»
11560,12044,167200003423009228,"оказание услуг по продлению лицензии программного шлюза безопасности Ideco UTM, предоставлению лицензионной поддержки"
11561,12045,139300008123000245,"Услуги по предоставлению доступа, права использования и технической поддержке автоматизированной информационной системы долговременного ухода"
11562,12060,373200106223000050,"Оказание услуг по техническому сопровождению автоматизированной информационной системы ""Движок"" в 2024 году"
11563,12047,860200000823009087,Оказание услуги по передаче неисключительных (пользовательских) прав на антивирусное программное обеспечение (продление лицензии)
11564,12048,373100014423000179,Оказание услуг по сопровождению лабораторной информационной системы (ЛИС) в 2024г.
11565,12049,145300005423000155,"Оказание услуг по адаптации и сопровождению экземпляров ранее установленной справочно-правовой системы ""КонсультантПлюс"""
11566,12050,352200026323000255,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (Реестровый номер 2023.085805)"
11567,12051,156200009923001548,"Оказание услуг по организации подготовки и размещения информационных материалов в печатных средствах массовой информации г. Перми и Пермского края, в сетевых изданиях, а также в аккаунтах средств массовой информации в социальных сетях в информационно-телекоммуникационной сети «Интернет»"
11568,12069,507600001223000122,Оказание информационно-справочных услуг
11569,12052,818500000823009054,"Услуги по обеспечению продления сервисных сертификатов, мониторингу событий информационной безопасности объектов защищенной сети передачи данных (ЗСПД) и комплексному техническому сопровождению средств обеспечения информационной безопасности (СОИБ)"
11570,12053,358600007423000033,оказание услуг по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS) в течение 2024 года
11571,12054,190300004623000371,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс"
11572,12055,511300000123000088,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс"
11573,12056,139300007223000427,"Услуги по предоставлению доступа, права использования и технической поддержке автоматизированной информационной системы долговременного ухода."
11574,12113,319300011623000058,Оказания услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс
11575,12057,352300000423000172,Оказание услуг по программному сопровождению (технической поддержке) Медицинской информационной системы «Медея и средства автоматизации учета «Прививки» (Реестровый номер 2023.085872)
11576,12058,318300445323000293,"Оказание услуг, связанных с сопровождением официального портала в 2024 году"
11577,12059,335300000223000989,Услуги по сопровождению и технической поддержке лицензионного программного обеспечения «АСК-Пассажирский транспорт»
11578,12061,372100001923000193,Доступ к базе данных «Консультант врача. Электронная медицинская бибилотека»
11579,12126,123300001923000142,"Оказание услуг по сопровождению электронного периодического справочника ""Система ГАРАНТ"""
11580,12062,318200038623000058,"Оказание услуг по информационному сопровождению и технической поддержке сайта государственного казенного учреждения 
социального обслуживания Краснодарского края «Ейский детский дом-интернат»"
11581,12063,190300003723001113,Оказание услуг по сопровождению и доработке программных продуктов
11582,12064,859200001123015497,Услуги по сопровождению программ для ЭВМ системы «1С: Предприятие» и связанные с сопровождением информационно-консультационные услуги
11583,12065,162300000823000418,"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс"
11584,12066,834300022023000321,Оказание услуг по сопровождению автоматизированной системы «АЦК-Муниципальный заказ»
11585,12067,318200080023000110,Оказание услуг по адаптации и сопровождению справочно-правовой системы КонсультантПлюс
11586,12068,859300019623000920,Оказание услуг по технической поддержке системы защиты персональных данных администрации города Рязани
11587,12070,301300021723000067,Оказание услуг по  адаптации ПП в государственных учреждениях с оформлением подписки на ИТС Медицина на 12 месяцев установленных в Государственном бюджетном учреждение здравоохранения Республики Башкортостан Поликлиника № 50 города Уфа
11588,12071,317300301923001930,Оказание услуг по техническому сопровождению автоматизированной системы «Управление закупками города Барнаула»
11589,12072,375100003623001245,"Оказание услуг по продлению неисключительных (пользовательских) прав на использование программного продукта «Парус-Бюджет 8» ""Мониторинг. Абонентский пункт"""
11590,12073,121200004723001675,"Оказание услуг по сопровождению специализированного программного обеспечения, установленного на автоматизированных рабочих местах в аппарате Правительства Ставропольского края для обеспечения государственных нужд Ставропольского края."
11591,12074,347400000223000045,"Оказание услуг по информационному сопровождению и обновлению справочно-правовой системы ""Гарант"""
11592,12075,833600000823000921,Оказание услуг по сопровождению АС Бюджет
11593,12076,102200001623003771,Оказание услуг по предоставлению системы видеоконференцсвязи с технической поддержкой
11594,12095,318300398823000250,на выполнение работ по модернизации программной инфраструктуры автоматизации медицинской и административной деятельности при осуществлении лечебно-диагностических процессов
11595,12077,820500000823007563,"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в КГКУ «Примгосавтонадзор» экземплярами Систем"
11596,12078,859200001123015492,"Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (справочно-правовой системы) (далее - ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ» (справочно-правовой системы)"
11597,12079,172100006923000022,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в рамках ИКТ
11598,12080,158300007723000070,Оказание услуг по технической поддержке системы автоматизации делопроизводства и электронного документооборота («Дело»)
11599,12081,184200000623001401,Оказание услуг по поддержке и сопровождению «Центрального архива медицинских изображений» Ненецкого автономного округа
11600,12082,190200000323014470,"Оказание услуг по адаптации и сопровождению ранее установленных экземпляров Системы, в т.ч. специальной копии Системы «Консультант Плюс» серии МСВУД"
11601,12083,321300001123000514,Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс
11602,12084,318200073123000057,Информационно-техническая поддержка медицинской информационной системы кожно-венерологической службы Краснодарского края
11603,12085,891200000623011495,"Оказание услуг по сопровождению программного обеспечения автоматизированной системы ""Адресная социальная помощь PRO-версия"" (00011718-ЭА)"
11604,12144,139200000123019242,Оказание услуг по продлению неисключительных (пользовательских) прав на программное обеспечение для ЭВМ
11605,12086,111200000923000860,"Право заключения государственного контракта на оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс для нужд Государственной жилищной инспекции Республики Татарстан"
11606,12087,320300150423000177,Услуги по технической поддержке информационных технологий
11607,12088,169300004723000011,Оказание услуг по обновлению и сопровождению ранее установленного электронного периодического справочника «Система «Гарант»
11608,12089,375200040223000771,Оказание услуг по продлению с расширением неисключительных прав на антивирусное программное обеспечение с передачей дистрибутивов
11609,12101,167300000523000966,ЗК-0302/23 Оказание услуг по предоставлению неисключительных (пользовательских) прав на автоматизированную информационную систему по регистрации и учету дел об административных правонарушениях
11610,12090,124200001023000036,Оказание услуг по технической поддержке программного обеспечения видеоконференцсвязи «ВидеоМост» для нужд судебных участков мировых судей Архангельской области и агентства по организационному обеспечению деятельности мировых судей Архангельской области
11611,12091,318300028423000271,"Услуги по техническому сопровождению программного комплекса ""Система автоматического учета  муниципального имущества"""
11612,12092,319300229223000353,"ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ ЭКЗЕМПЛЯРОВ СИСТЕМ КОНСУЛЬТАНТ ПЛЮС НА ОСНОВЕ СПЕЦИАЛЬНОГО ЛИЦЕНЗИОННОГО ПРОГРАММНОГО ОБЕСПЕЧЕНИЯ, ОБЕСПЕЧИВАЮЩЕГО СОВМЕСТИМОСТЬ УСЛУГ С УСТАНОВЛЕННЫМИ в  МКУ ""ЦОДОУ"" Минусинского района на 2024г."
11613,12093,131200001023014780,"2023-15650 = Оказание услуг по адаптации и сопровождению экземпляров Систем ""КонсультантПлюс"""
11614,12094,173100010923000096,Предоставление неисключительных прав (лицензий) на использование средств электронной подписи (средств криптографической защиты)
11615,12096,369100032523000555,"Оказание услуг по адаптации и сопровождению справочной правовой системы для нужд ФГБУ «ФЦССХ» Минздрава России (г. Челябинск) участником закупки, являющимся субъектом малого предпринимательства, социально-ориентированной некоммерческой организацией"
11616,12097,262200000123000072,Услуги по технической поддержке информационных технологий Directum RX
11617,12098,372200278423000012,Оказание услуг по сопровождению сегмента государственной информационной системы Санкт-Петербурга «Единая система электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга» для нужд СПб ГБУ «ЦРПП» в 2024 году
11618,12099,2024500000123000286,оказание услуг по информационно-технологической поддержки программы  «1 - С Предприятие»
11619,12100,372200050623000123,Оказание информационных услуг с использованием экземпляра специальных выпусков систем КонсультантПлюс
11620,12102,121600018123000105,Оказание услуг по предоставлению неисключительного права использования Программного комплекса «АСФК:РАСШИРЕНИЕ»
11621,12103,572700000123001204,"Передача прав на использование обновления программы для ЭВМ «Сметно-аналитический комплекс А0», обновлений программы для ЭВМ «Система ПИР», обновления базы данных ФСНБ-2022 в 2024 году"
11622,12104,845200001423000111,Оказание услуг по предоставлению неисключительных прав на использование баз данных
11623,12105,788000000123000039,"Оказание услуг по техническому сопровождению программного обеспечения «Информационно-аналитическая система управления региональной программой капитального ремонта общего имущества в многоквартирных домах, расположенных на территории Чукотского автономного округа»"
11624,12106,332200011323000055,"Оказание услуг по адаптации, сопровождению и пополнению экземпляров Системы «Консультант Плюс» на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными ранее экземплярами Систем «Консультант Плюс» в 2024г."
11625,12107,362300212623000001,"Оказание услуг по сопровождению и обновлению программного комплекса по предоставлению мер социальной поддержки на оплату жилого помещения и коммунальных услуг АИС «Эльпас», установленного в МКУ БГО «Служба субсидий»"
11626,12108,362200018623000413,"Предоставление неисключительных прав использования результата интеллектуальной деятельности, абонентское обслуживание программ для ЭВМ ""Контур.Маркет"", тарифные планы ""Базовый Общепит"", тарифный модификатор ""ЕГАИС"", тарифный модификатор ""Маркировка"""
11627,12109,163300029423000861,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс с использованием специального лицензионного программного обеспечения и обновлению информационных баз системы
11628,12110,373100024323000060,"Оказание услуг по предоставлению (продлению) неисключительных прав (лицензий) на использование программного обеспечения по формированию и исполнению федерального бюджета главным распорядителем бюджетных средств, технической поддержки на программное обеспечение по формированию и исполнению федерального бюджета главным распорядителем бюджетных средств для нужд Министерства строительства и жилищно-коммунального хозяйства Российской Федерации"
