Закупки по,Реестровый номер закупки,"Способ определения поставщика (подрядчика, исполнителя), подрядной организации (размещения закупки)",Наименование закупки,Предмет электронного аукциона (только для ПП РФ 615),Идентификационный код закупки,Номер лота,Наименование лота,Начальная (максимальная) цена контракта,Валюта,Начальная (максимальная) цена в валюте контракта,Валюта контракта,Классификация по ОКДП,Классификация по ОКПД,Классификация по ОКПД2,Код позиции,Наименование Заказчика,"Организация, осуществляющая размещение ",Дата размещения,Дата обновления,Этап закупки,Особенности размещения заказа\ Преимущества (44-ФЗ),Дата начала подачи заявок,Дата окончания подачи заявок,Дата проведения электронного аукциона
223-ФЗ,№31603924084,Прочие,"Поставка антивирусного программного обеспечения для нужд МАУ ""МФЦ"" МОГО ""Ухта""",,,1.0,Поставка антивирусного программного обеспечения,33500.0,RUB,,,,,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,62: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ  УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ"" МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДСКОГО ОКРУГА ""УХТА""",,26.07.2016,26.07.2016,Работа комиссии,,26.07.2016,17.08.2016,
223-ФЗ,№31603899511,"Закупка у единственного поставщика (подрядчика, исполнителя)",Оказание услуг по техническому сопровождению модуля системы дистанционного мониторинга и раннего обнаружения лесных пожаров.,,,1.0,Оказание услуг по техническому сопровождению модуля системы дистанционного мониторинга и раннего обнаружения лесных пожаров.,580560.0,RUB,,,,,62.03: Услуги по управлению компьютерным оборудованием,62.03: Услуги по управлению компьютерным оборудованием,"Краевое государственное автономное учреждение ""Аванское лесное хозяйство""",,19.07.2016,19.07.2016,Работа комиссии,,19.07.2016,,
223-ФЗ,№31603896481,"Закупка у единственного поставщика (подрядчика, исполнителя)",Поручение № 9 (Оказание услуг по технической поддержке программного обеспечения SAP в 2016 году),,,1.0,Поручение № 9 (Оказание услуг по технической поддержке программного обеспечения SAP в 2016 году),45447.99,EUR,,,,,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-КОНСТРУКТОРСКИЙ ИНСТИТУТ ЭНЕРГЕТИЧЕСКИХ ТЕХНОЛОГИЙ ""АТОМПРОЕКТ""",,18.07.2016,18.07.2016,Работа комиссии,,18.07.2016,,
44-ФЗ,№0365300054116000015,Запрос котировок,"Поставка аппаратно-программного комплекса электронной системы регистратуры (ЭСР) с оказанием услуг по пуско-наладке и вводу в эксплуатацию для нужд ОГБУЗ «Тегульдетская районная больница""",,,,,161900.0,RUB,,,,,62.09.20.120: Услуги по установке программного обеспечения,62.09.20.120: Услуги по установке программного обеспечения,"ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕГУЛЬДЕТСКАЯ РАЙОННАЯ БОЛЬНИЦА""","ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ТЕГУЛЬДЕТСКАЯ РАЙОННАЯ БОЛЬНИЦА""",08.07.2016,15.07.2016,Работа комиссии,,08.07.2016,15.07.2016,
44-ФЗ,№0111300063216001165,Электронный аукцион,Обслуживание программы 1С:Предприятие ИТС Бюджет ПРОФ,,,,,9324.0,RUB,,,,,62.03.12.110: Услуги по управлению компьютерными системами непосредственно,62.03.12.110: Услуги по управлению компьютерными системами непосредственно,"МУНИЦИПАЛЬНОЕ АВТОНОМНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""СРЕДНЯЯ ОБЩЕОБРАЗОВАТЕЛЬНАЯ ШКОЛА №16"" Г.АЛЬМЕТЬЕВСКА РЕСПУБЛИКИ ТАТАРСТАН",ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,06.07.2016,14.07.2016,Работа комиссии,,06.07.2016,14.07.2016,
223-ФЗ,№31603882437,Прочие,[34369] Выбор компании «Euromoney Trading Limited» в качестве единственного источника информационных услуг путем предоставления доступа к электронной подписке на ресурс «Ij Global» на основании п. 2.2.5.3 Положения о закупках Банка № 2348 от 05.12.2011 г.,,,1.0,"Оказание информационных услуг путем предоставления доступа к электронной подписке на издание «Ij Global», объем: 2 доступа",7080.0,GBP,,,,,63.9: Услуги информационные прочие,63.9: Услуги информационные прочие,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",,13.07.2016,13.07.2016,Работа комиссии,,13.07.2016,12.07.2016,
223-ФЗ,№31603875414,"Закупка у единственного поставщика (подрядчика, исполнителя)",Обслуживание системы Opera PMS,,,1.0,Обслуживание системы Opera PMS,123080.55,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛАЗУРНАЯ""",,11.07.2016,11.07.2016,Работа комиссии,,11.07.2016,,
223-ФЗ,№31603873365,"Закупка у единственного поставщика (подрядчика, исполнителя)","Услуга по обслуживанию программного продукта ""1С Предприятие""",,,1.0,"Услуга по обслуживанию программного продукта ""1С Предприятие""",150000.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"государственное бюджетное учреждение Новосибирской области ""Государственная вневедомственная экспертиза Новосибирской области""",,11.07.2016,11.07.2016,Работа комиссии,,11.07.2016,,
223-ФЗ,№31603434703,Прочие,"Модернизация программного обеспечения – компьютерного тренажерного комплекса по объекту ""База хранения и отгрузки сжиженных углеводородных газов""",,,1.0,"Модернизация программного обеспечения -  компьютерного  тренажерного комплекса  по  объекту  ""База хранения и  отгрузки сжиженных  углеводородных  газов"" для ООО РН-  Комсомольский  НПЗ",2124000.0,RUB,,,,,62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-КОМСОМОЛЬСКИЙ НПЗ""",,18.03.2016,11.07.2016,Подача заявок,,18.03.2016,,
223-ФЗ,№31603870490,Прочие,Мониторинг транспорта,,,1.0,Предоставление услуг мониторинга транспортных средств,800.0,RUB,,,,,"63.99.1: Услуги информационные прочие, не включенные в другие группировки","63.99.1: Услуги информационные прочие, не включенные в другие группировки","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕЖДУНАРОДНЫЙ АЭРОПОРТ ""ДОМОДЕДОВО""",,08.07.2016,08.07.2016,Подача заявок,,08.07.2016,,
223-ФЗ,№31603867868,"Закупка у единственного поставщика (подрядчика, исполнителя)","Услуги обновления/добавления баз экзаменационных вопросов квалификационных экзаменов Банка России в целях непрерывного функционирования программно-технического комплекса: ""Комплекс аттестации специалистов финансового рынка"", ",,,1.0,"Услуги обновления/добавления баз экзаменационных вопросов квалификационных экзаменов Банка России в целях непрерывного функционирования программно-технического комплекса: ""Комплекс аттестации специалистов финансового рынка"", ",120000.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ ОБРАЗОВАТЕЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ФИНАНСОВЫЙ УНИВЕРСИТЕТ ПРИ ПРАВИТЕЛЬСТВЕ РОССИЙСКОЙ ФЕДЕРАЦИИ""",,08.07.2016,08.07.2016,Работа комиссии,,08.07.2016,,
44-ФЗ,№0148300015516000457,Электронный аукцион,Актуализация и оказание информационных услуг с использованием справочной системы Консультант Плюс,,,,,51539.47,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ""","МУНИЦИПАЛЬНОЕ УЧРЕЖДЕНИЕ ""АДМИНИСТРАЦИЯ ВОСКРЕСЕНСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ""",29.06.2016,07.07.2016,Работа комиссии,,29.06.2016,07.07.2016,
223-ФЗ,№31603646098,Прочие,Право заключения договора на оказание услуг по технической поддержке программного обеспечения RiskSpectrum для нужд АО «Атомэнергопроект» (015ИТ/ЗП-016),,,1.0,Право заключения договора на оказание услуг по технической поддержке программного обеспечения RiskSpectrum для нужд АО «Атомэнергопроект»,5646968.29,RUB,,,,,62.09.20.120: Услуги по установке программного обеспечения,62.09.20.120: Услуги по установке программного обеспечения,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АТОМЭНЕРГОПРОЕКТ""",,11.05.2016,05.07.2016,Работа комиссии,,11.05.2016,24.05.2016,
44-ФЗ,№0112200000816002971,Электронный аукцион,"Оказание услуг по сопровождению информационных систем для нужд ГБУ РТ Ресцентр ""Поддержка""",,,,,89280.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ТЫВА ""РЕСПУБЛИКАНСКИЙ КОМПЛЕКСНЫЙ ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ ""ПОДДЕРЖКА""",МИНИСТЕРСТВО РЕСПУБЛИКИ ТЫВА ПО РЕГУЛИРОВАНИЮ КОНТРАКТНОЙ СИСТЕМЫ В СФЕРЕ ЗАКУПОК,24.06.2016,04.07.2016,Работа комиссии,Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ),24.06.2016,04.07.2016,
223-ФЗ,№31603843855,Прочие,Право заключения договора на оказание информационных услуг с использованием экземпляров справочной правовой системы  КонсультантПлюс,,,1.0,Право заключения договора на оказание информационных услуг с использованием экземпляров справочной правовой системы  КонсультантПлюс,600000.0,RUB,,,,,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИМУЩЕСТВЕННЫЙ КОМПЛЕКС""",,01.07.2016,01.07.2016,Работа комиссии,,01.07.2016,01.07.2016,
223-ФЗ,№31603842565,Открытый конкурс,Открытый конкурс № ОК-МСП-ЦКПРПК-16-0038 на право заключения договора на выполнение работ по сервисному обслуживанию автоматизированной системы «Портал ТрансКонтейнер-2».,,,1.0,"Выполнение работ по сервисному обслуживанию автоматизированной системы ""Портал ТрансКонтейнер-2""",3600000.0,RUB,,,,,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ПО ПЕРЕВОЗКЕ ГРУЗОВ В КОНТЕЙНЕРАХ ""ТРАНСКОНТЕЙНЕР""",,30.06.2016,30.06.2016,Работа комиссии,,30.06.2016,21.07.2016,
44-ФЗ,№0332100004016000093,Запрос котировок,"Оказание услуг по актуализации, замене (изменение параметров) экземпляра Системы КонсультантПлюс и оказание информационных услуг с использованием экземпляров Системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость дополнительных экземпляров и информационных услуг с установленными ранее эксземплярами Системы КонсультантПлюс",,,,,61788.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,ТЕРРИТОРИАЛЬНЫЙ ОРГАН ФЕДЕРАЛЬНОЙ СЛУЖБЫ ГОСУДАРСТВЕННОЙ СТАТИСТИКИ ПО НИЖЕГОРОДСКОЙ ОБЛАСТИ,Территориальный орган Федеральной службы государственной статистики по Нижегородской области,22.06.2016,29.06.2016,Работа комиссии,,22.06.2016,29.06.2016,
44-ФЗ,№0311300268316000015,Электронный аукцион,"Гарантированная поддержка  ПК ""БАРС-бюджет"" на 3 рабочих места",,,,,14314.0,RUB,,,,,62.01.21.000: Оригиналы программного обеспечения компьютерных игр,62.01.21.000: Оригиналы программного обеспечения компьютерных игр,"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 11"" Г.КАЗАНИ","ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 11"" Г.КАЗАНИ",20.06.2016,29.06.2016,Работа комиссии,,20.06.2016,29.06.2016,
44-ФЗ,№0375200033216000046,Электронный аукцион,"Оказание услуги по информационному сопровождению и обновлению ранее установленных в ГБУ РК ""Красногвардейский психоневрологический интернат"" экземпляров справочно правовой системы Консультант Плюс.",,,,,47763.51,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""КРАСНОГВАРДЕЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ КРЫМ ""КРАСНОГВАРДЕЙСКИЙ ПСИХОНЕВРОЛОГИЧЕСКИЙ ИНТЕРНАТ""",21.06.2016,28.06.2016,Работа комиссии,,21.06.2016,28.06.2016,
44-ФЗ,№0351100020816000104,Запрос котировок,Поставка (передача) неисключительных прав (простая неисключительная лицензия)  использования базы данных - Кадровая Справочная Система «Система Кадры»,,,,,60440.0,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ФИЗИОЛОГИИ И ФУНДАМЕНТАЛЬНОЙ МЕДИЦИНЫ""","ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ФИЗИОЛОГИИ И ФУНДАМЕНТАЛЬНОЙ МЕДИЦИНЫ""",15.06.2016,22.06.2016,Работа комиссии,,16.06.2016,22.06.2016,
223-ФЗ,№31603804450,Прочие,"[33986] Выбор ООО «Сбербанк-Сервис» поставщиком услуг по сопровождению аппаратно-программного комплекса система управления очередью (АПК СУО) – пакет «Комплекс» в количестве 1 комплект на основании п. 2.2.5.4, 2.2.5.2 Положения о закупках банка",,,1.0,Оказание услуг по сопровождению аппаратно-программного комплекса система управления очередью (АПК СУО) – пакет «Комплекс» в количестве 1 комплект,7597487.68,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",,22.06.2016,22.06.2016,Работа комиссии,,22.06.2016,20.06.2016,
223-ФЗ,№31603795275,Прочие,Оказание услуг по сопровождению СПС Консультант Плюс,,,1.0,Оказание услуг по сопровождению СПС Консультант Плюс,598480.28,RUB,,,,,62.03: Услуги по управлению компьютерным оборудованием,62.03: Услуги по управлению компьютерным оборудованием,"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПОЧТА РОССИИ""",,20.06.2016,20.06.2016,Работа комиссии,,20.06.2016,28.06.2016,
223-ФЗ,№31603784075,Прочие,[33883] Выбор компании ЗАО «Интерфакс» в качестве единственного поставщика информационной услуги по сбору и предоставлению информации сервис «X-Compliance» путем предоставления доступа к контенту Интернет-сайта на основании п. 2.2.5.3 Положения о закупках Банка № 2348 от 05.12.2011 г.,,,1.0,"Оказание информационных услуг путем предоставления доступа к контенту (Сервис ""X-Compliance""). Объем: 1 комплект.",2000690.0,RUB,,,,,63.9: Услуги информационные прочие,63.9: Услуги информационные прочие,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",,16.06.2016,16.06.2016,Работа комиссии,,16.06.2016,14.06.2016,
44-ФЗ,№0111300063216000953,Электронный аукцион,сопровождение программного обеспечения Барс Бюджет,,,,,6990.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",КУЛЬШАРИПОВСКИЙ СЕЛЬСКИЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ,ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,08.06.2016,16.06.2016,Работа комиссии,,08.06.2016,16.06.2016,
44-ФЗ,№0318200029216000017,Запрос котировок,Оказание услуг по передаче неисключительных (ограниченных) прав на программное обеспечение Microsoft Windows Server Standard 2012 R2 RUS OLP A Government 2 Proc для нужд ГКУ КК «ЦБ учреждений образования»,,,,,37291.78,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ""","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ЦЕНТРАЛИЗОВАННАЯ БУХГАЛТЕРИЯ УЧРЕЖДЕНИЙ ОБРАЗОВАНИЯ""",07.06.2016,15.06.2016,Работа комиссии,,07.06.2016,15.06.2016,
44-ФЗ,№0111300063216000914,Электронный аукцион,"проведение работ по настройке, специальной проверке и специальным исследованиям оборудования, и ежегодному техническому контролю автоматизированной системы",,,,,140000.0,RUB,,,,,"62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки","62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки",СОВЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,06.06.2016,14.06.2016,Работа комиссии,,06.06.2016,14.06.2016,
44-ФЗ,№0848300045416000640,Запрос котировок,Закупка в 2016 году оригинальной лицензии системы автоматизированного проектирования (САПР) и черчения для нужд Муниципального казенного учреждения «Служба единого заказчика» городского поселения Одинцово,,,,,340381.7,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА"" ГОРОДСКОГО ПОСЕЛЕНИЯ ОДИНЦОВО","МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР МУНИЦИПАЛЬНЫХ ЗАКУПОК ОДИНЦОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА МОСКОВСКОЙ ОБЛАСТИ""",31.05.2016,10.06.2016,Работа комиссии,Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ),31.05.2016,10.06.2016,
223-ФЗ,№31603767289,Прочие,"[33798] Выбор организации ЗАО «Комита» (ИНН 7813061041, КПП 781301001) поставщиком лицензий и технической поддержки (сопровождение) программного продукта АРМ «Финансовый мониторинг» для нужд Центрально-Черноземного банка ПАО Сбербанк на основании пункта 2.2.5.11 Положения о закупках Банка",,,1.0,"Поставка лицензий на одно рабочее место «АРМ сотрудника службы по противодействию легализации доходов» (11 шт.), лицензии  на программное обеспечение «Сервер блокировок и сообщений» (СБИС), услуг по поддержке программного обеспечения АРМ «Финансовый мониторинг» на период с 01.07.2016г. по 30.06.2017г. для нужд Центрально-Черноземного банка (1 комплект).",961928.8,RUB,,,,,62.02.30.000: Услуги по технической поддержке информационных технологий,62.02.30.000: Услуги по технической поддержке информационных технологий,"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СБЕРБАНК РОССИИ""",,10.06.2016,10.06.2016,Работа комиссии,,10.06.2016,09.06.2016,
223-ФЗ,№31603756951,Прочие,Закупка из единственного источника услуг по технической поддержке системы мониторингаТВ и РВ сигналов,,,1.0,Оказание услуг по технической поддержка системы мониторинга ТВ и РВ сигналов,3244348.53,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","Федеральное государственное унитарное предприятие ""Космическая связь""",,08.06.2016,08.06.2016,Работа комиссии,,08.06.2016,08.06.2016,
44-ФЗ,№0373200089416000002,Открытый конкурс,конкурс - на право заключения контракта поставки услуг - Комплексное техническое обслуживание компьютерной техники и программного обеспечения,,,,,1062000.0,RUB,,,,,62.03.12.130: Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №132 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""","ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ ""ДЕТСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА №132 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ""",18.05.2016,08.06.2016,Работа комиссии,Субъектам малого предпринимательства и социально ориентированным некоммерческим организациям (в соответствии со статьей 30 Федерального закона № 44-ФЗ),19.05.2016,08.06.2016,
223-ФЗ,№31603752063,Прочие,Приобретение лицензий на использование программного обеспечения Бикрипт 4.0.,,,1.0,Приобретение лицензий на использование программного обеспечения Бикрипт 4.0.,31500.0,RUB,,,,,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЙ КОНЦЕРН ПО ПРОИЗВОДСТВУ ЭЛЕКТРИЧЕСКОЙ И ТЕПЛОВОЙ ЭНЕРГИИ НА АТОМНЫХ СТАНЦИЯХ""",,07.06.2016,07.06.2016,Работа комиссии,,07.06.2016,,
44-ФЗ,№0133300001716000352,Запрос котировок,Приобретение неисключительных прав на программное обеспечение ESET NOD32 Antivirus Business Edition newsale for 130 user,,,,,77000.0,RUB,,,,,62.01.29.000: Оригиналы программного обеспечения прочие,62.01.29.000: Оригиналы программного обеспечения прочие,"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""МНОГОФУНКЦИОНАЛЬНЫЙ ЦЕНТР ПРЕДОСТАВЛЕНИЯ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ УСЛУГ В ГОРОДЕ ИВАНОВЕ""",Администрация города Иванова,30.05.2016,06.06.2016,Работа комиссии,,31.05.2016,06.06.2016,
44-ФЗ,№0111300063216000838,Электронный аукцион,Абонемент на гарантированную поддержку ПК БАРС-бюджет,,,,,6990.0,RUB,,,,,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",АБДРАХМАНОВСКИЙ СЕЛЬСКИЙ ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ,ИСПОЛНИТЕЛЬНЫЙ КОМИТЕТ АЛЬМЕТЬЕВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА РЕСПУБЛИКИ ТАТАРСТАН,26.05.2016,03.06.2016,Работа комиссии,,26.05.2016,03.06.2016,
223-ФЗ,№31603736553,Прочие,"Право заключения договора на Оказание услуг по консультационному сопровождению ПО AutoCAD Civil 3D, 187ИТ/ЗП-16",,,1.0,"Право заключения договора на Оказание услуг по консультационному сопровождению ПО AutoCAD Civil 3D, 187ИТ/ЗП-16",508320.0,RUB,,,,,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,62.02.20: Услуги консультативные по вопросам систем и программному обеспечению,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНО-КОНСТРУКТОРСКИЙ ИНСТИТУТ ЭНЕРГЕТИЧЕСКИХ ТЕХНОЛОГИЙ ""АТОМПРОЕКТ""",,02.06.2016,02.06.2016,Работа комиссии,,02.06.2016,15.06.2016,
223-ФЗ,№31603729376,"Закупка у единственного поставщика (подрядчика, исполнителя)","Предоставление сетевого оборудования, сегмента локально-вычислительной сети и сетевых сервисов, включая сервисную часть бизнес-приложений №30/16-КРН",,,1.0,"Предоставление сетевого оборудования, сегмента  локальной  вычеслительной сети и сетевых сервисов,  включая сервисную  часть бизнес-приложений 30/16-  КРН",191600.0,RUB,,,,,63: Услуги в области информационных технологий,63: Услуги в области информационных технологий,"Общество с ограниченной ответственностью ""РН-Пожарная безопасность""",,01.06.2016,01.06.2016,Работа комиссии,,01.06.2016,,
