Реестровый номер закупки,Наименование закупки,Классификация по ОКПД2,Дата размещения
№0318300039523000132,"Оказание консультационных услуг, обучение в системе электронного документооборота в администрации муниципального образования Новокубанский район",62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,01.08.2023
№0167200003423005166,"Оказание услуг по подключению лабораторных анализаторов в Государственном бюджетном учреждении здравоохранения Тюменской области ""Областной клинический фтизиопульмонологический центр""",62.09.20.120: Услуги по установке программного обеспечения,08.08.2023
№32312675586,"13_Оказание услуг по информационно-техническому сопровождению программы «1С: Предприятие» уровня ИТС Бюджет ПРОФ для нужд Лениногорского филиала КНИТУ-КАИ ","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",15.08.2023
№0318200066123000233,Оказание услуг по сопровождению программного комплекса «Парус-Бюджет 8»,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",03.08.2023
№32312672807,Поставка  программных продуктов (котельная № 72) для нужд АО «УПТС»,62.03.11.000: Услуги по управлению сетями,15.08.2023
№32312674360,Оказание услуг на обслуживание лабораторной информационной системы,62.03.12.130: Услуги по сопровождению компьютерных систем,15.08.2023
№0815500000523007563,"Оказание информационных услуг по обслуживанию СПС ""ГАРАНТ"" ",62.03.12.130: Услуги по сопровождению компьютерных систем,01.08.2023
№0891200000623007565,Оказание услуг по созданию информационной системы «Автоматическая телефонная станция службы единой горячей линии Забайкальского края» (00007886-ЭА),62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения,07.08.2023
№32312665399,Комплексные IT услуги для нужд ООО «Щекинская ГРЭС»,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",11.08.2023
№0319200040923000294,ЭА 280/23 Закупка лицензии для использования прикладных решений ООО «Парус»,62.02.30.000: Услуги по технической поддержке информационных технологий,07.08.2023
№0174500001123003962,на оказание услуг по передаче неисключительных прав на использование ПО VipNet Client 4U for Linux (KC2),58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 58.29.29.000: Обеспечение программное прикладное прочее на электронном носителе; 62.02.30.000: Услуги по технической поддержке информационных технологий,03.08.2023
№32312675022,"Оказание  услуг по сопровождению адаптированных экземпляров Систем ""Консультант Плюс"" на основе специального лицензионного программного обеспечения",62.03.12.130: Услуги по сопровождению компьютерных систем,15.08.2023
№0260100000423000043,Оказание услуги по предоставлению права на техническую поддержку межсетевого экрана UserGate,62.02.30.000: Услуги по технической поддержке информационных технологий,02.08.2023
№32312674939,"Оказание информационных услуг с использованием экземпляров системы Консультант Плюс (услуги адаптации и сопровождению) для нужд филиала ППК ""Роскадастр"" по Центральному федеральному округу",62.02.30.000: Услуги по технической поддержке информационных технологий,15.08.2023
№0164300017623000003,Оказание услуг по аттестации информационных систем обработки конфиденциальной информации и поставка средств защиты информации,62.02.20.120: Услуги по обследованию и экспертизе компьютерных систем,07.08.2023
№0174500001123003950,На оказание услуг по сопровождению автоматизированной системы управления государственным и муниципальным имуществом города Севастополя,62.02.30.000: Услуги по технической поддержке информационных технологий,03.08.2023
№0853500000323006647,Выполнение работ по созданию комплекса программно-технических средств Координационного центра Оренбургской области,"62.09.10.000: Услуги по установке компьютеров и периферийного оборудования; 26.30.11.119: Средства связи, выполняющие функцию систем коммутации, прочие; 26.20.40.111: Источники бесперебойного питания; 26.40.51.000: Части и принадлежности звукового и видеооборудования; 26.30.11.130: Средства связи, выполняющие функцию систем управления и мониторинга; 26.40.20.122: Приемники телевизионные (телевизоры) цветного изображения с жидкокристаллическим экраном, плазменной панелью; 26.20.40.190: Комплектующие и запасные части для вычислительных машин, принтеров и многофункциональных печатающих устройств прочие, не включенные в другие группировки; 26.30.11.199: Аппаратура коммуникационная передающая с приемными устройствами, не включенная в другие группировки, прочая; 26.20.30.190: Устройства автоматической обработки данных прочие",04.08.2023
№0851300003423000015,Предоставление сертификата на оказание услуг по технической поддержке программного обеспечения,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",07.08.2023
№0351300062623000147,Оказание услуг по адаптации и сопровождению справочно-правовой системы «Консультант Плюс»,62.03.12.130: Услуги по сопровождению компьютерных систем,07.08.2023
№32312674001,Услуги по организации личных кабинетов потребителей с дальнейшей интеграцией в ИСУ,62.02.30.000: Услуги по технической поддержке информационных технологий,15.08.2023
№0538500000523000015,"Поставка оборудования, программного обеспечения и сертификата совместной технической поддержки, а также услуги по установке и настройке программного обеспечения для проведения работ по созданию первой очереди базового контура пилотной зоны аппаратно-программного комплекса «Безопасный город» Камчатского края","62.09.20.120: Услуги по установке программного обеспечения; 26.20.40.140: Средства защиты информации, а также информационные и телекоммуникационные системы, защищенные с использованием средств защиты информации",07.08.2023
№0318200013623000001,Услуги по предоставлению сертификата на оказание услуг по техническому сопровождению программных комплексов ViPNet Client защищенной сети ViPNet № 541,62.02.30.000: Услуги по технической поддержке информационных технологий,07.08.2023
№0129300014923000383,Оказание услуг по сопровождению автоматизированной информационной системы «АЦК – Муниципальный заказ» в 2024 году,62.03.12.130: Услуги по сопровождению компьютерных систем,03.08.2023
№32312674531,"на выполнение работ по диспетчеризации и автоматизация котельной №9 с.Муслюмово  ",62.02.30.000: Услуги по технической поддержке информационных технологий,15.08.2023
№32312674526,"Выполнение работ по диспетчеризации и автоматизация котельной №7 с.Муслюмово  ",62.02.30.000: Услуги по технической поддержке информационных технологий,15.08.2023
№0332200017123000081,Передача неисключительных (пользовательских) прав на антивирусное программное обеспечение Kaspersky Endpoint Security,62.01.29.000: Оригиналы программного обеспечения прочие,07.08.2023
№0373200082123000649,Поставка программного обеспечения для подготовки бухгалтерской и кадровой отчётности,62.01.29.000: Оригиналы программного обеспечения прочие,01.08.2023
№0372200287523000052,"Оказание услуг по продлению неисключительных прав использования электронной базы данных ""Завуч: обучение и воспитание"" и ""ЭС Образование""(простая неисключительная лицензия).",62.01.29.000: Оригиналы программного обеспечения прочие,04.08.2023
№0129200005323002460,"Оказание услуг по обеспечению бесперебойного функционирования системы обеспечения вызова экстренных оперативных служб по единому номеру ""112"" (Система-112) на территории Волгоградской области",62.02.30.000: Услуги по технической поддержке информационных технологий,03.08.2023
№0373200027423001394,"Оказание услуг по прикладному сопровождению клинической информационной системы ""Орбита"" (Обеспечение бесперебойного функционирования, клиентское обслуживание и взаимодействие с другими системами)",62.02.30.000: Услуги по технической поддержке информационных технологий,07.08.2023
№32312670779,"Выполнение работ помонтажу,  инсталяции, настройке оборудования и программного обеспечения радиостудии",62.09.20.120: Услуги по установке программного обеспечения,14.08.2023
№0142200001323017019,Оказание услуг по предоставлению прав использования на условиях простой (неисключительной) лицензии программы для ЭВМ средств межсетевого экранирования,62.01.29.000: Оригиналы программного обеспечения прочие,01.08.2023
№0142200001323017134,Оказание услуг по сопровождению программного обеспечения АИС «ИМЦ: Комплексная автоматизация бюджетного учреждения» для Государственного бюджетного учреждения здравоохранения Самарской области «Самарская городская станция скорой медицинской помощи»,62.03.12.130: Услуги по сопровождению компьютерных систем,03.08.2023
№0891200000623007567,Выполнение работ по модернизации иной информационной системы (00007891-ЭА),62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения,07.08.2023
№32312673895,Аукцион в электронной форме открытым способом на оказание услуг по безвендорной технической поддержке программных продуктов Varonis,62.02.30.000: Услуги по технической поддержке информационных технологий,15.08.2023
№32312673866,"Оказание услуг по технической поддержке средств защиты информации в локальной вычислительной сети филиала ""Аэронавигация Центральной Сибири"" ФГУП ""Госкорпорация по ОрВД"", включая поставку сертификатов","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 74.90.20.149: Услуги (работы) в области защиты информации прочие",15.08.2023
№32312673844,Оказание услуг по внедрению «Мобильного приложения для управления личным кабинетом абонента»,62.09.20.120: Услуги по установке программного обеспечения,15.08.2023
№0306500000323000528,Приобретение права на использование лицензионного антивирусного программного обеспечения,62.01.29.000: Оригиналы программного обеспечения прочие,03.08.2023
№0211200000123000018,Оказание услуг в области информационных технологий по активации технического сопровождения системы электронного документооборота на базе ПО Directum,62.02.30.000: Услуги по технической поддержке информационных технологий,04.08.2023
№0391100015823000038,"Оказание услуг по установке, переходу, адаптации, модификации, тестированию и консультационно-технологическому сопровождению комплекса прикладных программ для ЭВМ и баз данных ""1С""(""1С: Зарплата и кадры государственного учреждения""и ""1С: Бухгалтерия государственного учреждения"") по расширению и доработке функциональных возможностей программного обеспечения, для нужд подразделений Забайкальского ЛУ МВД России на транспорте (Белогорского ЛО МВД России на транспорте, Благовещенского ЛО МВД России на транспорте, Сковородинского ЛО МВД России на транспорте) (в сфере ИКТ)",62.03.12.130: Услуги по сопровождению компьютерных систем,04.08.2023
№0104300014423000300,Услуги по сопровождению компьютерных систем,62.03.12.130: Услуги по сопровождению компьютерных систем,04.08.2023
№0373200069623000717,Электронный аукцион на выполнение работ по созданию и настройке функционала системы электронного документооборота ГБУЗ «ДЦЛИ ДЗМ»,62.02.10.000: Услуги консультативные по компьютерному оборудованию,04.08.2023
№0318200044723000005,Услуги по предоставлению сертификата на оказание услуг по техническому сопровождению программных комплексов ViPNet Client защищенной сети ViPNet № 541**,62.01.29.000: Оригиналы программного обеспечения прочие,04.08.2023
№32312673325,Оказание услуг технической поддержки и выполнение работ по реализации запросов на изменение информационных систем: «Информационная система управления проектами капитального строительства» и «Корпоративная интеграционная шина» АО «Мособлгаз».,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",15.08.2023
№0318300383523000010,Оказание услуг по передаче сертификата на техническое сопровождение средств защиты информации,62.02.30.000: Услуги по технической поддержке информационных технологий,07.08.2023
№0162300002723000159,Услуги по техническому сопровождению автоматизированной информационной системы «Учет и распределение жилья»,62.03.12.130: Услуги по сопровождению компьютерных систем,07.08.2023
№0373100037223001060,Оказание услуг по предоставлению сервиса облачного контакт-центра для Филиала ФГБУ ФНКЦ ФМБА России в Крыму,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",04.08.2023
№0307200030623002178,Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс для нужд Государственного учреждения «Коми республиканский онкологический диспансер» и Воркутинского онкологического диспансера – филиала Государственного учреждения «Коми республиканский онкологический диспансер»,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",03.08.2023
№0862600020823000220,"Оказание услуг по обеспечению защиты автоматизированного рабочего места ",62.02.30.000: Услуги по технической поддержке информационных технологий; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение,07.08.2023
№0219100000323000056,Услуги по предоставлению права на техническую поддержку программного обеспечения СЗИ vGate,62.02.3: Услуги по технической поддержке информационных технологий,03.08.2023
№0366200019623000083,"Оказание консультационных услуг по использованию программных продуктов ""Парус-Бюджет 8SE""",62.02.2: Услуги консультативные по вопросам систем и программному обеспечению,03.08.2023
№0862600020823000219,"Оказание услуг по предоставлению сертификата активации сервиса технической поддержки ",62.02.30.000: Услуги по технической поддержке информационных технологий,07.08.2023
№0358200041323000399,"На право заключения договора на оказание услуг по сопровождению ПП Парус - Зарплата кадры + Бухгалтерия (Пользователи: Бухгалтерия, Отдел кадров, Плановый отдел) в 2024 году для нужд ГБУ РО ""ОКБ №2",62.02.30.000: Услуги по технической поддержке информационных технологий,04.08.2023
№0369100043323000046,"Оказание услуг по обновлению и сопровождению программного обеспечения с передачей права  использования ПО СПС ""ГАРАНТ"" (в реестре российского ПО №6) на срок с 01.01.2024 г. по 20.12.2024 г.",62.03.12.110: Услуги по управлению компьютерными системами непосредственно,03.08.2023
№0131300045223000140,"Поставка, адаптация и сопровождение экземпляров Систем Консультант Плюс","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",02.08.2023
№32312640691,"Оказание услуг по предоставлению доступа к Платформе учета, контроля и биллинга ЖКУ с последующим информационно-техническим сопровождением Платформы",62.02.30.000: Услуги по технической поддержке информационных технологий,02.08.2023
№32312672037,Системное администрирование вычислительной сети и абонентское обслуживание серверного и сетевого оборудования,"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",14.08.2023
№32312672154,"Оказание услуг по технической поддержке программы для ЭВМ ""Docsvision""",62.03.12.130: Услуги по сопровождению компьютерных систем,14.08.2023
№0818500000823005487,"Оказание услуг по внедрению новых функциональных механизмов медицинской информационной системы медицинских организаций (Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы (ЕГИСЗ), модернизация цифрового контура в здравоохранении, 2023,  ГБУЗ  ""Медицинский информационно-аналитический центр"" министерства здравоохранения Краснодарского края, Краснодарский край); шифр регионального проекта Краснодарского края 00N7007100639",62.09.20.120: Услуги по установке программного обеспечения,03.08.2023
№0818500000823005485,"Оказание услуг по внедрению новых функциональных механизмов медицинской информационной системы медицинских организаций (Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы (ЕГИСЗ), модернизация цифрового контура в здравоохранении, 2023,  ГБУЗ  ""Медицинский информационно-аналитический центр"" министерства здравоохранения Краснодарского края, Краснодарский край); шифр регионального проекта Краснодарского края 00N7007100639",62.09.20.120: Услуги по установке программного обеспечения,03.08.2023
№0818500000823005486,"Оказание услуг по внедрению новых функциональных механизмов медицинской информационной системы медицинских организаций (Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы (ЕГИСЗ), модернизация цифрового контура в здравоохранении, 2023,  ГБУЗ  ""Медицинский информационно-аналитический центр"" министерства здравоохранения Краснодарского края, Краснодарский край); шифр регионального проекта Краснодарского края 00N7007100639",62.09.20.120: Услуги по установке программного обеспечения,03.08.2023
№0818500000823005498,"Оказание услуг по внедрению новых функциональных механизмов медицинской информационной системы медицинских организаций (Создание единого цифрового контура в здравоохранении на основе единой государственной информационной системы (ЕГИСЗ), модернизация цифрового контура в здравоохранении, 2023,  ГБУЗ  ""Медицинский информационно-аналитический центр"" министерства здравоохранения Краснодарского края, Краснодарский край); шифр регионального проекта Краснодарского края 00N7007100639",62.09.20.120: Услуги по установке программного обеспечения,03.08.2023
№0320300061223000058,оказание услуг по предоставлению неисключительного права на использование программ для ЭВМ «Подсистема планирования расходной части бюджета (План-СМАРТ)»,62.02.3: Услуги по технической поддержке информационных технологий,04.08.2023
№32312672022,Услуги по реализации физическим лицам электронных входных билетов/экскурсионных путевок через интернет-сайт и автоматизации контроля прохода на территорию по этим билетам,62.02.30.000: Услуги по технической поддержке информационных технологий,14.08.2023
№0139200000123011721,"Оказание услуг по предоставлению неисключительных (пользовательских) прав на расширение программного обеспечения, использование программы для ЭВМ и услуг по оцифровке регламентов и соглашений","58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",02.08.2023
№0139200000123011787,Поставка и ввод в эксплуатацию программно-аппаратных комплексов криптографической защиты информации,"26.20.40.144: Системы и средства с преобладающими функциями криптографической защиты, программные, программно-аппаратные, аппаратные; 62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",03.08.2023
№0356500001423003630,"ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ СПРАВОЧНОЙ-ПРАВОВОЙ СИСТЕМЫ ""КОНСУЛЬТАНТПЛЮС""",62.03.12.130: Услуги по сопровождению компьютерных систем,04.08.2023
№0139200000123011723,Оказание услуг по предоставлению сертификатов совместной расширенной технической поддержки на компоненты защищенной сети передачи данных Министерства цифрового развития и связи Кузбасса,62.02.30.000: Услуги по технической поддержке информационных технологий,02.08.2023
№0322200001223000888,"Оказание услуг по сопровождению программного обеспечения ""1С""","62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки",03.08.2023
№0139200000123011728,Поставка и ввод в эксплуатацию программно-аппаратных комплексов и передачу неисключительных (пользовательских) прав программного обеспечения,"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 62.01.29.000: Оригиналы программного обеспечения прочие; 26.20.40.144: Системы и средства с преобладающими функциями криптографической защиты, программные, программно-аппаратные, аппаратные",02.08.2023
№0137300000223000040,"Комплексное техническое обслуживание корпоративной компьютерной сети, программного обеспечения и телефонии администрации (исполнительно-распорядительного органа) муниципального района «Ферзиковский район»  (Реестровый номер: 1388Э-13/23сб)","62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки",02.08.2023
№0821500000223000011,Предоставление неисключительного права использования программы для электронно-вычислительных машин «Контур.Экстерн» с оказанием услуг по сопровождению программы для электронно-вычислительных машин «Контур.Экстерн»,58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.03.12.130: Услуги по сопровождению компьютерных систем,04.08.2023
№32312671029,Приобретение программных продуктов 1С,62.03.12.130: Услуги по сопровождению компьютерных систем,14.08.2023
№0162200011823001849,"Оказание услуг по подключению диагностического оборудования медицинских организаций к подсистеме ""Центральный архив медицинских изображений"" Регионального фрагмента единой государственной информационной системы здравоохранения Свердловской области",62.02.20.140: Услуги по подготовке компьютерных систем к эксплуатации,01.08.2023
№32312671774,услуги по техническому обслуживанию и восстановления работоспособности серверного оборудования для нужд СОГАУ «ЦИТ»,62.02.30.000: Услуги по технической поддержке информационных технологий,14.08.2023
№32312671742,Право заключения договора оказания услуг по техническому обслуживанию базы данных «Информационно-правовая система АО «СО ЕЭС» (ИПС) (3398984),62.02.30.000: Услуги по технической поддержке информационных технологий,14.08.2023
№0853500000323006605,"Оказание услуг по техническому  сопровождению Информационной системы ""Геоаналитический центр управления агропромышленным комплексом Оренбургской области""",62.02.30.000: Услуги по технической поддержке информационных технологий,02.08.2023
№32312671712,Выполнение работ по внедрению программного продукта 1С:Битрикс,62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,14.08.2023
№0373200082123000654,Оказание услуг по технической поддержке Комплекса систем управления пассажирским транспортом ГУП «Мосгортранс»,62.02.30.000: Услуги по технической поддержке информационных технологий,02.08.2023
№32312671613,услуги по разработке образовательного Web-сайта Заказчика в соответствии с техническим заданием к договору.,62.09: Услуги в области информационных технологий прочие и компьютерные услуги,14.08.2023
№0335500001023000035,"Выполнение работ по разработке проектно-сметной документации по объекту: «Прокладка волоконно-оптического кабеля для развития единой информационно-телекоммуникационной сети Правительства Калининградской области на участке: г. Калининград, ул. Дм. Донского, 7А – г. Калининград, ул. Комсомольская, д. 25 (ОМЦ «Резерв»)»",62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем,07.08.2023
№0335500001023000034,"Выполнение работ по разработке проектно-сметной документации по объекту: «Прокладка волоконно-оптического кабеля для развития единой информационно-телекоммуникационной сети Правительства Калининградской области на участке: г. Калининград, ул. Геологическая, д. 1 – г. Калининград, ул. Больничная, д. 5 (ОГКУ «ГАКО»)»",62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем,07.08.2023
№0119200000123013020,ЭА-№-13532/23 «Выполнение работ по развитию государственной ведомственной информационной системы Красноярского края «Потребительский рынок Красноярского края».»,62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем,03.08.2023
№32312670716,"Приобретение и обновление программы для ЭВМ ""ГРАНД- Смета"" и нормативных баз данных",62.03.12.130: Услуги по сопровождению компьютерных систем,14.08.2023
№0132100002123000024,Оказание услуг по адаптации и сопровождению установленных справочно-правовых экземпляров «Консультант Плюс» для нужд ГУ МВД России по Нижегородской области,62.03.12.130: Услуги по сопровождению компьютерных систем,03.08.2023
№0149200002323003993,"Оказание услуг по проведению очного консультирования по работе в программных продуктах «1С Предприятие 8: «1С: Бухгалтерия государственного учреждения 8»,«1С: Зарплата и кадры бюджетного учреждения 8»»",62.02.20.190: Услуги консультативные в области компьютерных технологий прочие,04.08.2023
№0318200042223000003,Оказание услуги по предоставлению сертификатов активации сервиса технической поддержки «ViPNet» и технического сопровождения средств криптографической защиты информации,62.02.30.000: Услуги по технической поддержке информационных технологий,04.08.2023
№32312671240,Оказание услуг по адаптации и сопровождению экземпляров Системы(м) КонсультантПлюс для нужд Нижневолжского филиала ФГБУ «Главрыбвод».,62.02.30.000: Услуги по технической поддержке информационных технологий,14.08.2023
№0813500000123012384,№ зз-29625-2023 Оказание услуг по сопровождению и технической поддержке муниципальной информационной системы Администрации города Ижевска «Система информационного обмена по вопросам жилищно-коммунального хозяйства и благоустройства  города Ижевска»,62.03.12.130: Услуги по сопровождению компьютерных систем,07.08.2023
№0106100002923000010,Оказание услуг по обслуживанию и сопровождению (расширению Функциональных возможностей) программных продуктов «1С:»,62.03.12.130: Услуги по сопровождению компьютерных систем,02.08.2023
№0346200018523000083,№ 23-ЭА-83 Работы по адаптации автоматизированной информационной системы многофункциональных центров предоставления государственных и муниципальных услуг Липецкой области для ОБУ «УМФЦ Липецкой области»,62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения,03.08.2023
