Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№32413197417;Оказание услуги по обновлению и сопровождению информационных систем Республиканской медицинской информационной системы.;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№32413206036; услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;23.01.2024
№0301300019424000002;"Оказание услуг по сервисному обслуживанию программного комплекса ""Флагман"" (подсистемы ""Зарплата"", ""Налог"", ""Персонал"")";62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№0321500000524000012;Оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения на 2024г.;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0137200001224000002;"Оказание услуг по сопровождению применяемой в составе государственной информационной системы ""Автоматизированная система управления бюджетным процессом Калужской области"" программы для ЭВМ ""Аналитика-СМАРТ"" (регистрационный номер в Едином реестре российских программ для ЭВМ и баз данных – 8293) в части автоматизации процессов мониторинга оценки эффективности реализации национальных проектов и региональных проектов Калужской области и мониторинга достижения результатов предоставления субсидий в 2024 году";"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.02.30.000: Услуги по технической поддержке информационных технологий";15.01.2024
№32413205886;Приобретение сертифицированных средств криптографической защиты информации;"62.01.29.000: Оригиналы программного обеспечения прочие; 74.90.20.149: Услуги (работы) в области защиты информации прочие";23.01.2024
№32413204956;Услуги по продлению доступа и сопровождению имеющихся электронных баз данных «Госфинансы», «Система Кадры», «Главная медсестра»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№2043500000124000059;Оказание услуг по сопровождению и адаптации программного продукта «Информационная система «ГИС ЖКХ-Регион»;62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№32413183015;"Оказание услуг по адаптации и сопровождению систем ""Консультант Плюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413202428;Оказание услуг по сопровождению электронного периодического справочника «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0111500005424000003;Оказание услуг по адаптации и сопровождению экземпляров систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Комитете Республики Татарстан по охране объектов культурного наследия экземплярами систем Консультант Плюс для нужд Комитета Республики Татарстан по охране объектов культурного наследия;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№0891200000624000147;Корректировка территориальной схемы обращения с отходами Забайкальского края, в том числе её электронной модели (00000111-ОК);62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;23.01.2024
№0165300010824000002;Оказание услуг по информационному обслуживанию (обновлению компьютерных программ) для нужд Счетной палаты Города Томска;62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№0180300010324000001;Оказание услуг по установке и сопровождению справочно-правовой системы (СПС), содержащей информацию о текущем состоянии законодательства Российской Федерации.;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0372200186924000001;Оказание услуг по сопровождению радиологической информационной системы обработки медицинских изображений PACS для нужд СПб ГБУЗ «ГКДЦ №1» в 2024 году;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;15.01.2024
№0815500000524000091;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№0869200000224000018;"Услуги по сопровождению и технической поддержке программных продуктов, входящих в состав программно-технологического комплекса ""Система обработки информации службы занятости населения"" (ПТК ""СОИ СЗН""), и передача неисключительных (пользовательских) прав на разработанное программное обеспечение";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№32413205728;Оказание услуг по подготовке и размещению информационно-аналитических материалов  об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в еженедельном периодическом печатном издании - газете, распространяемом на территории Вологодской области  (Ч2);63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№32413205717;Оказание услуг по подготовке и размещению информационно-аналитических материалов  об общественно-политическом, социально-экономическом и культурном развитии Вологодской области, деятельности органов исполнительной государственной власти Вологодской области в ежедневном периодическом печатном издании  - газете, распространяемом на территории  Вологодской области (Ч1);63.99.10: Услуги информационные прочие, не включенные в другие группировки;23.01.2024
№0806500000224000002;оказание услуг по сопровождению и технической поддержке информационной системы «Система 112» (в сфере ИКТ в соответствии с НПА);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;15.01.2024
№32413202391;Поставка кода доступа к электронной справочной системе «Система Главбух Плюс» для коммерческих организаций;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0301300068224000006;Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№32413204449;Оказание услуг по продлению лицензий антивирусного програмного обеспечения;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№32413205593;Оказание услуг по технической поддержке программного обеспечения и серверных приложений для нужд Управления;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413205093;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем   для Областного государственного учреждения «Татищевская районная станция по борьбе с болезнями животных» ;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№32413205550; неисключительные права использования электронной системы «Госфинансы»;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№32413205533;"оказание услуг по сопровождению СИМ ""Система гарант""";63.99.10.110: Услуги по поиску информации за вознаграждение или на договорной основе;23.01.2024
№32413205325;Оказание услуг по адаптации и сопровождению экземпляров справочно-правовых систем Консультант Бюджетные организации смарт-комплект Оптимальный;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0172300009624000001;Оказание услуг по адаптации и сопровождению экземпляра СПС КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;12.01.2024
№0365200021724000001;Оказание услуг в области информационных технологий с использованием экземпляров системы «КонсультантПлюс».;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;15.01.2024
№0815500000524000030;Оказание услуг по сопровождению и развитию системы централизованного бухгалтерского и кадрового учета и расчета заработной платы учреждений, находящихся в ведении Министерства здравоохранения Чувашской Республики на 2024 год;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№32413205426;"Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Государственном образовательном бюджетном учреждении культуры высшего образования ""Волгоградский государственный институт искусств и культуры"" экземплярами систем КонсультантПлюс для нужд Государственного образовательного бюджетного учреждения культуры высшего образования ""Волгоградский государственный институт искусств и культуры""";62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0318200043624000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№0330300051224000001;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды на сайте информационного агентства;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№32413202591;Услуги по удаленному решению инцидентов по ИТ сервисам, оказанию консультативной помощи, необходимой для решения инцидентов.;62.03.1: Услуги по управлению компьютерным оборудованием;23.01.2024
№32413202577;Услуги по развертке тестовой и рабочей версии wms и 1С, доработки систем по полученным результатам, обучению персонала, сдача макетов систем холодильника ОАО Владморрыбпорт;62.03.1: Услуги по управлению компьютерным оборудованием;23.01.2024
№0372200119924000001;Оказание услуг по методико-техническому сопровождению программного комплекса  «Управление иммунизацией» («Электронная картотека») версии 7.0 для СПб ГБУЗ «Городская поликлиника № 96» в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0179300001624000001;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (справочно-правовой системы) (далее - ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ» (справочно-правовой системы);62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;15.01.2024
№0830300001224000002;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;12.01.2024
№0330300051224000002;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды  на сайте информационного агентства;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№32413202553;"Услуги по доработке программного обеспечения диспетчеризации ОАО ""Владморрыбпорт!";62.03.1: Услуги по управлению компьютерным оборудованием;23.01.2024
№32413205202;"Приобретение сертификата на осуществление мониторинга со стороны государственной системы обнаружения, предупреждения и ликвидации последствий компьютерных атак на критическую информационную инфраструктуру (КИИ) АО ""НЭСК"" ";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0173300007124000003;Оказание услуг по обслуживанию и сопровождению Программного продукта «1С: Бухгалтерия государственного учреждения 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413205181;Оказание услуг по сопровождению информационно-справочной системы «Техэксперт»;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0187300008124000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0368300000124000008;Продление подписки на установленное программное обеспечение (продукт) Ideco UTM (продление подписки Security Update: AC,IPS,CF, обновления, поддержка).;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0340200003324000005;Оказание услуг по модернизации действующей лабораторной информационной системы (ЛИС);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;11.01.2024
№32413204509;Оказание услуг по сопровождению используемого Электронного периодического  справочника «Система ГАРАНТ» ;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413204984;Техническая поддержка и сопровождение специализированных комплексов видеообнаружения лесных пожаров и оперативного управления лесопожарными соединениями и межмуниципального маневрирования с выездами на места установки камер, техническое обслуживание ВКС, обеспечение первой линии технической поддержки в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0330300051224000003;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды  на сайте информационного агентства;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№0330300051224000004;"Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды в информационно-телекоммуникационной сети ""Интернет""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№0330300051224000005;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды на Интернет-сайте сетевого издания;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№0330300051224000006;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды  на сайте информационного агентства;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;15.01.2024
№0330300051224000007;"Оказание услуг по освещению деятельности работе Вологодской городской Думы, в том числе работе Главы города Вологды в новостных информационных программах на телеканале, распространяющем  вещание на территории муниципального образваниявания  ""Город Вологда""";63.91.12.000: Услуги информационных агентств, предоставляемые аудиовизуальным средствам массовой информации;15.01.2024
№0804200000124000011;оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения ;62.02.30.000: Услуги по технической поддержке информационных технологий;14.01.2024
№0330300051224000008;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды  в информационных телепрограммах;63.91.12.000: Услуги информационных агентств, предоставляемые аудиовизуальным средствам массовой информации;15.01.2024
№0330300051224000009;Оказание услуг по освещению вопросов местного значения, деятельности Вологодской городской Думы, Главы города Вологды  в периодическом печатном издании;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;15.01.2024
№32413202417;Техническое и информационное сопровождение СЭД МОГАУ «МФЦ»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413204390;Сопровождение информационной системы для нужд АО «Облкоммунэнерго»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;23.01.2024
№32413204612;Выполнение работ по развитию цифровой платформы (мобильного приложения) для популяризации объектов культурного наследия и разработка иммерсивного трансмедийного спектакля с использованием аудиоконтента в качестве основного сюжетообразующего элемента;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;23.01.2024
№0162200004624000001;"Услуги по сопровождению Электронного периодического справочника ""Система ГАРАНТ""";62.09.20.120: Услуги по установке программного обеспечения;11.01.2024
№32413203831;Продление лицензионных (неисключительных) прав на использование сроком на 1 год программных средств антивирусной защиты Лицензия KasperskyEndpointSecurity для бизнеса-РасширенныйRussianEdition. 1000-1499 Node 1 yearRenewal License для рабочих станций и серверов в количестве 1065 штук.;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№0356500001424000009;Оказание услуг по адаптации и сопровождению справочно-правовой системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№32413204187;Оказание услуг по технической поддержке компонентов инфраструктуры.   ;62.03.1: Услуги по управлению компьютерным оборудованием;23.01.2024
№32413204159;Услуги по предоставлению доступа к Интернету;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;23.01.2024
№32413204506;Оказание услуг по сопровождению, адаптации и модификации, разработке, тестированию, установке баз данных, программного обеспечения «1С»;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№32413204457;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс для нужд ВТЖТ-филиала РГУПС;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№32413202433;Сопровождение программных продуктов 1С;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;23.01.2024
№0813500000124000025;"зз-0016-00123 - 2024 Оказание услуг по сопровождению электронного периодического справочника ""Система Гарант""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;16.01.2024
№32413204370; Оказание услуг комплексного внедрения и адаптации программных продуктов системы «1С:Предприятие 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413204367;приобретение неисключительных прав на использование учебно-методического комплекса «Академическая лицензия на УМК ViPNet «Корпоративная защита от внутренних угроз»;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№0372200037624000001;"Оказание услуг по сопровождению и техническому обслуживанию Медицинской информационной системы ""Эконбол-3"" для нужд СПБ ГБУЗ ""Родильный дом №17"" в 2024 году";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;15.01.2024
№32413204283;Техническое обслуживание системы личных кабинетов абонентов «Вода Онлайн»;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;23.01.2024
№0172300005824000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Местной Администрации ВМО МО Аптекарский остров экземплярами Систем КонсультантПлюс в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413204238;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;23.01.2024
№32413204230;Оказание услуг по сопровождению системы доступа к электронным сервисам Университета МГЮА им О.Е. Кутафина ;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;23.01.2024
№0162200022924000001;Приобретение простой (неисключительной) лицензии на право использования Автоматизированной информационной системы «РИЦ: Централизованная система управления обеспечения финансовой деятельностью» (ПК «Бюджет») и оказание услуг по настройке, адаптации, тестированию и сопровождению Автоматизированной информационной системы «РИЦ: Централизованная система управления обеспечения финансовой деятельностью» (ПК «Бюджет»);"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.03.12.130: Услуги по сопровождению компьютерных систем";16.01.2024
№0158200002524000003;Оказание услуг по адаптации и сопровождению СС КонсультантСудебнаяПрактика: Суды общей юрисдикции всех округов (экземпляр программного обеспечения справочной правовой системы (СПС) КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№32413204201;"Программное обеспечение ""Консультант+"", Услуги по сопровождению Программного обеспечения ""Консультант+"" (3 МЕСЯЦА)";62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№32413203366;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№32413204151;Оказание услуг по сопровождению программного продукта «1С: Бухгалтерия государственного учреждения» на период  2024 года.;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0372200119824000004;Оказание услуг на предоставление лицензии и сопровождение программы «ИАС МедАналитика» для СПб ГБУЗ «Городская поликлиника №112»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413179415;Оказание услуг по информационно-справочному сопровождениюбренда ООО «ТРАНСПОРТ ЯРОСЛАВИИ»;63.99.10.110: Услуги по поиску информации за вознаграждение или на договорной основе;16.01.2024
№32413200948;Оказание услуг по информированию населения об основных событиях социально-экономического развития, общественно-политической жизни, освещение деятельности в электронных СМИ, распространяемых в сети Интернет (сетевых изданиях) в регионе;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;22.01.2024
№0149200002324000010;Оказание услуги по технической поддержке на Автоматизированную информационную систему управления проектами в государственном секторе на базе платформы SP-PublicProjects;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0318200013224000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0318200019624000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№0345300134324000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в МКУ «Альтернатива» экземплярами Систем КонсультантПлюс (в том числе специальной копии Системы);62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№0358300191124000004;Продление неисключительных прав использования Базы данных Справочной Системы «Главный врач» версия для медицинских организаций, Премиальная версия.;62.02.30.000: Услуги по технической поддержке информационных технологий;15.01.2024
№0318200014624000001;"Оказание услуг по предоставлению сертификата на тех.поддержку ПП ""Парус-бюджет8""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№0354500001124000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;15.01.2024
№0358300279224000001;"Оказание услуг по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS)  для ГБУ РО ""ЦРБ""в Зимовниковском районе на 2024 год";63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;11.01.2024
№0173100017124000001;Услуги по продлению технической поддержки аппаратно-программных средств защиты информации – шлюзов безопасности UserGate UTM;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№0173100017124000002;Услуги (работы) по технической поддержке (информационно-технологическому сопровождению) программного обеспечения - сертифицированного средства защиты информации «Secret Net Studio»;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413204042;"на право заключения договора на оказание услуг по поддержке автоматизированных систем учета по МСФО на платформе ""1С: Предприятие"" для нужд ПАО ""Россети Юг""  ";62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;23.01.2024
