Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№32413185128;Оказание услуг по сопровождению комплекса аппаратно-программных средств автоматизированной системы «Универсальная билетная система» в соответствии с Регламентом технического сопровождения и обслуживания;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413184349;"Техническая поддержка  системы ""Галактика EАМ"" ";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183152;"Предоставление неисключительного права использования электронной Базы данных ""Простая неисключительная лицензия""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№32413184915;Предоставление простого неисключительного права на использование экземпляра программ для ЭВМ: -1С:Управление недвижимостью и арендой КОРП. Модуль для 1С:Бухгалтерия 8 КОРП, 1С:Бухгалтерия КОРП МСФО и 1С:Управление холдингом. Электронная поставка, 1С:Управление недвижимостью и арендой КОРП, ERP. Клиентская лицензия на 5 рабочих мест. ;62.01.29.000: Оригиналы программного обеспечения прочие;17.01.2024
№32413184899;Оказание услуг по обеспечению функционирования телефонной линии «РЭО Радар»;62.02.30: Услуги по технической поддержке информационных технологий;17.01.2024
№0172300005424000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в Местной администрации внутригородского муниципального образования города федерального значения Санкт-Петербурга поселок Шушары экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;09.01.2024
№32413182524;Передача неисключительных прав использования базы данных – электронной системы «Госфинансы»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;17.01.2024
№32413183245;"Услуги по  предоставлению справочной правовой ""Системы ГАРАНТ""";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413184660;Оказание услуг по установке, адаптации и тестированию разрабатываемого экземпляра (-ов) Электронного периодического справочника «Система ГАРАНТ» (базы данных, информационного продукта вычислительной техники) со встроенной функциональностью для обращения по каналам связи посредством телекоммуникационной сети Интернет к актуальным редакциям документов, включенных в экземпляр(-ы) текущей версии комплекта Электронного периодического справочника «Система ГАРАНТ»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№32413183132;"Техническое обслуживание системы видеонаблюдения и сопровождения программного обеспечения,  ул. Рябоконева, 8; ул. Достоевского 2А";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413184563;Выполнение работ по автоматизации финансово-хозяйственной деятельности на базе систем программ «1С: Предприятие 8.3»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;17.01.2024
№32413183778;Услуга по адаптации и сопровождению экземпляров Систем Консультант Плюс;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413164520;Оказание услуг по обеспечению бесперебойного функционирования системы дистанционного мониторинга и раннего обнаружения лесных пожаров «Лесохранитель» на территории Амурской области в 2024 году ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;11.01.2024
№32413184508;"Оказание услуг по адаптации и сопровождению экземпляров Системы ""КонсультантПлюс"" в 2024-2025 годах";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413184475;Оказание услуг по обслуживанию и сопровождению информационной автоматизированной системы бухгалтерского учета на базе программного продукта «1С:Бухгалтерия государственного учреждения», «Зарплата и кадры государственного учреждения», информационно-технологическое сопровождение «1С:Предприятие» (1С:КП ГУ ПРОФ непрерывное продление) в 2024-2025 годах;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183348;Услуги по предоставлению  информационно-консультационной системы (КонсультантПлюс);62.02.20: Услуги консультативные по вопросам систем и программному обеспечению;17.01.2024
№32413184423;Оказание услуг по предоставлению доступа к электронным изданиям;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;17.01.2024
№32413184382;Оказание услуг по адаптации и сопровождению установленных у Заказчика экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, в том числе специальной копии Системы КонсультантПлюс.;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183591;Оказание услуг по производству и размещению аналитических материалов о социально-экономическом, общественно-политическом развитии Ханты-Мансийского автономного округа – Югры на сайте информационного агентства, зарегистрированного в установленном законодательством РФ порядке в качестве средства массовой информации, распространяющего общественно-политическую и экономическую информацию;63.12: Содержание порталов в информационно-коммуникационной сети Интернет;17.01.2024
№32413184344;Сопровождение лицензионного программного обеспечения;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413184340;Оказание информационных услуг посредством предоставления (продления) доступа к Бухгалтерской Справочной Системе «Система Главбух» и Кадровой Справочной Системе «Система Кадры» (на 18 месяцев);63.99.10: Услуги информационные прочие, не включенные в другие группировки;17.01.2024
№32413184327;Поставка и сопровождение экземпляров Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413184306;Услуги по сопровождению и обслуживание информационных автоматизированных систем бухгалтерского учета на программной платформе «1С: Предприятие 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413182321;использование сервиса 1С:КП ГУ ПРОФ ;62.01.29.000: Оригиналы программного обеспечения прочие;17.01.2024
№32413183404;Заказчик поручает, а Исполнитель оказывает услуги по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры бюджетного учреждения 8» (далее ПП). Перечень видов услуг указан в разделе 4;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413184087;Оказание услуг;62.09.20.120: Услуги по установке программного обеспечения;17.01.2024
№32413184080;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в ОБУСО «СРЦ «Забота» города Курска» экземплярами Систем КонсультантПлюс, для нужд ОБУСО «СРЦ «Забота» города Курска»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№0388200001124000001;"Оказание услуг по информационно-технологическому сопровождению программных продуктов ""1С: Бухгалтерия государственного учреждения 8"" и ""1С: Зарплата и кадры бюджетного учреждения 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413184038;"Оказание услуг по техническому и информационному сопровождению программного комплекса ""А0""";62.02.30: Услуги по технической поддержке информационных технологий;17.01.2024
№32413184021;Оказание услуг по сервисному сопровождению лабораторной информационной системы ФГБУ «НМИЦ РК» Минздрава России на 1 квартал 2024 г;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183231;Услуга по предоставлению права использования программы для ЭВМ «Автоматизированная - информационная система «ЮРИС» (модуль «Образование»)» и базы данных «Справочно-правовая система «ЮРИС-образование» (простая неисключительная лицензия);63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;17.01.2024
№32413183899;Оказание услуг по сопровождению  программных продуктов «1С: Предприятие»  ;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183478;Право заключения договора на предоставление места для размещения (опубликования) сообщения о возможном установлении публичного сервитута в газете «Саратовская панорама» и (или) размещение сообщения в сетевом издании «Панорама Саратова», электронный адрес в сети Интернет: www.sarpan.ru.;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;17.01.2024
№32413183177;Оказание услуг по настройке и техническому обслуживанию локальной вычислительной сети, персональных компьютеров и периферийного оборудования ;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413183085;Информационные услуги по сопровождению экземпляров Системы КонсультантПлюс.;62.09.20: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;17.01.2024
№32413181757;1С:КП ГУ ПРОФ на 12 месяцев. Льготная цена;62.01.29.000: Оригиналы программного обеспечения прочие;17.01.2024
№32413181360;"услуги по ежемесячной модификации и сопровождению справочной правовой системы ""Консультант Плюс""";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413181356;Оказание услуг по информационному обслуживанию программного продукта  1-С;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413183530;Оказание информационных услуг посредством предоставления (продления) доступа к Бухгалтерской Справочной Системе «Система Главбух» и Кадровой Справочной Системе «Система Кадры» ;63.99.10: Услуги информационные прочие, не включенные в другие группировки;17.01.2024
№32413183494;Оказание услуг по сопровождению программного продукта «1С: Предприятие» (1С: Зарплата и кадры государственного учреждения 8);62.02.30: Услуги по технической поддержке информационных технологий;17.01.2024
№32413182756;Предоставление неисключительного права на использование программного обеспечения «Пира-мида 2.0» (Обновление лицензионного соглашения. Расширение ТУ электроэнергии);"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";17.01.2024
№32413183462;Оказание услуг по начислению и сбору платежей за отопление и горячее водоснабжение с населения, проживающего в многоквартирном жилом фонде г. Великие Луки Псковской области на 1е полугодие 2024г.;63.11.11.000: Услуги по обработке данных;17.01.2024
№32413182517;Услуги, выполнение работ по обслуживанию программного обеспечения;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181251;"Услуги по информационно-технологическому сопровождению программных продуктов ""1С: Предприятие 8"" (1С: ИТС)";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413181914;"Услуги по адаптации, модификации и сопровождению программы для ЭВМ ""Парус-Бюджет 10""";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413181155;Оказание услуг  по абонементному информационно-технологическому сопровождению программных продуктов системы «1С:Предприятие» и информационно-консультационному обслуживанию Заказчика;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413183000;Оказание информационных услуг с использованием экземпляров Системы Консультант Плюс (услуги по адаптации (установке, регистрации, тестированию, формированию в комплекты) и сопровождению);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181211;Справочная Правовая Система КонсультантПлюс (далее - Система КонсультантПлюс или Система) - совокупность многофункциональной программы для ЭВМ и набора текстовой информации (программное средство, информационный продукт вычислительной техники) ;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;17.01.2024
№32413182727;оказание услуг и выполнение работ по созданию сайта и фирменного стиля Заказчика на CMS WordPress;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;17.01.2024
№32413181200;услуги по разработке, адаптации и модификации программных продуктов, входящих в Единый реестр российских программ для электронных вычислительных машин и баз данных, в соответствии со статьей 12.1 Федерального закона № 149-ФЗ от 27.07.2006 г. «Об информации, информационных технологиях и о защите информации», установленных у Заказчика (далее ПП):  «1С:Бухгалтерия государственного учреждения», номер в реестре 171 (регистрационный номер 800225456) «1С:Зарплата и кадры бюджетного учреждения», номер в реестре 309 (регистрационный номер 9641508);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181883;Предоставление лицензии на использование информационно-аналитической системы Science Index на 2024 г.;62.02: Услуги консультативные, связанные с компьютерной техникой;17.01.2024
№32413182636;Услуги адаптации и сопровождения экземпляров систем Консультант Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413182627;Оказание услуг по сопровождению программы 1С «Зарплата и кадры» для нужд НПХ «Калинина»;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413182624;Обслуживание персональных компьютеров МАОУ гимназия;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413182566;Оказание консультационных услуг по эксплуатации медицинской информационной системы «Инфоклиника», услуг по обслуживанию локальной вычислительной сети и рабочих мест пользователей в учреждении здравоохранения;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413179498;Оказание комплекса услуг и работ для Заказчика по абонентскому информационному, техническому обслуживанию (настройке) бухгалтерских (финансовых) учетных систем 1С Бухгалтерия строительной организации КОРП и 1С Зарплата и управление персоналом ПРОФ, разработке и внедрению автоматизированного комплекса (модуля) управленческого учета.1C:ИТС Отраслевой 2-й категории. Электронная поставка. ИТС Строительство.;62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;16.01.2024
№32413182435;Услуги по адаптации и сопровождению экземпляров Систем для ЭВМ;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;17.01.2024
№32413181929;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс для нужд ГБУ СО  ""Высокинский дом-интернат, предназначенный для граждан, имеющих психические расстройства)"" на 2024 год.";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413182190;Оказание услуг по технической поддержке;62.02.30: Услуги по технической поддержке информационных технологий;17.01.2024
№32413181554;Сопровождение компьютерных программ 1С:Медицина: Диетпитание, 1С:Бухгалтерия;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;17.01.2024
№0121500000124000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс для обеспечения государственных нужд Ставропольского края;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413182166;Работы по изменению, сопровождению и настройке автоматизированной системы обработки информации предприятия Заказчика;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;17.01.2024
№32413182139;Обслуживание и техническое сопровождение программного продукта «Smeta Wizard»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;17.01.2024
№32413182104;ОКПД2-63.99.10. Услуги по предоставлению доступа к справочно-правовой системе;63.99.10: Услуги информационные прочие, не включенные в другие группировки;17.01.2024
№32413181978;Оказание услуг по поддержке программного обеспечения Forward;62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;17.01.2024
№32413181935;Оказание услуг информационно-технического характера.;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;17.01.2024
№32413181390;Обновление ПК «ГРАНД-Смета» (№ 4-ЗП/2024) (Закупка у субъектов малого и среднего предпринимательства);62.01.29.000: Оригиналы программного обеспечения прочие;17.01.2024
№32413181378;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс   ;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413181366;Приобретение  программных продуктов 1С: Предприятие;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;17.01.2024
№32413181365;Внедрение программных продуктов 1С: Медицина, Больничная аптека, Диетическое питание;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413181218;Оказание услуг по информационно-технологическому обслуживанию на первое полугодие 2024 года.;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181681;Комплексное сопровождение программных продуктов 1С;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181659;Комплексное сопровождение программных продуктов 1С;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181254;Обслуживание сайта учреждения;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;17.01.2024
№32413181641;Комплексное сопровождение программных продуктов 1С;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413181298;Услуги по сопровождению, модернизации и развитию программного комплекса «РИЦ: Централизованная система управления обеспечения финансовой деятельностью» (ПК «Бюджет»);62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;17.01.2024
№32413181092;Оказание услуг по разработке программного обеспечения, адаптации, установке, тестированию, сопровождению программного обеспечения.;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";16.01.2024
№32413181019;Оказание услуг по сопровождению Единого комплекса автоматизированного ведения бюджетного учета;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;16.01.2024
№32413178744;"Запрос котировок в электронной форме, участниками которого могут быть только субъекты малого и среднего предпринимательства на заключение договора оказания услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс для нужд Общества с ограниченной ответственностью ""Расчетный центр города Пскова""";62.02: Услуги консультативные, связанные с компьютерной техникой;16.01.2024
№32413178668;Оказание услуг по комплексной технической поддержке ИТ-инфраструктуры;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180089;Оказание услуг по установке, разработке, адаптации, модификации, тестированию и сопровождению программ для ЭВМ системы «1С: Предприятие» и баз данных, включая базы данных «1С: ИТС», а также связанные с сопровождением консультационные услуги»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;16.01.2024
№32413180033;Оказание услуг по информационно-консультационному обслуживание программного продукта «1С: Предприятие»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;16.01.2024
№32413172307;Оказание услуг по технической поддержке системы хранения данных HP 3PAR;62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№32413180409;Услуга по предоставлению права использования программы для ЭВМ «Автоматизированная - информационная система «ЮРИС» (модуль «Закупки»)» и базы данных «Справочно-правовая система «ЮРИС-закупки» (простая неисключительная лицензия).;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;16.01.2024
№32413180250;Услуга по предоставлению права использования программы для ЭВМ «Автоматизированная - информационная система «ЮРИС» (модуль «Образование»)» и базы данных «Справочно-правовая система «ЮРИС-образование» (простая неисключительная лицензия);63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;16.01.2024
№32413180881;Оказание услуг по сбору и передаче данных с теплоэнергетического оборудования объектов ФАУ МО РФ ЦСКА.;62.03.12: Услуги по управлению компьютерными системами;16.01.2024
№32413180182;Техническая поддержка единой системы обработки естественной речи МФЦ;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180174;Оказание услуг по адаптации и сопровождению экземпляров КонсультантПлюс. ;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180540;Услуги по сопровождению электронного периодического справочника «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413180774;ИТ-услуги (абонентское техническое обслуживание серверной и сетевой ИТ-инфраструктуры и информационная поддержка пользователей) для ООО «ЖКС № 2 Калининского района» ;62.09.10.000: Услуги по установке компьютеров и периферийного оборудования;16.01.2024
№32413180758;ОКПД2 62.0. Оказание услуг по сопровождению ИС управления водно-энергетическими режимами Диспетчерский центр, ИС управления фондами и активами: подсистема МСП (лот №0011-ЭКСП ДОХ-2024-РГИТС);"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";16.01.2024
№32413180711;Оказание услуг по методологической поддержке программ «1С:Бухгалтерия государственного учреждения» и «1С:Зарплата и кадры государственного учреждения»;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413180708;"2024/9-62 Оказание услуг по предоставлению программного доступа API ""Юрайт: Судебно-претензионная работа» к сервисам электронного правосудия";62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180292;На оказание услуг по подготовке и размещению информационных материаловв средствах массовой информации;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;16.01.2024
№32413180658;Предоставление прав использования 1С:Университет ПРОФ;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180641;Выполнение работ по внедрению автоматизированной системы учета;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;16.01.2024
№32413180637;Оказание услуг по адаптации, модификации и сопровождению   программного продукта на платформе 1С:Предприятие 8.3;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180614;Оказание услуг по адаптации и сопровождению Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413166899;Услуги по технической поддержке и консультационному сопровождению информационных систем Архангельской области на основе ПО «Базовая инфраструктура «Электронного правительства»;62.03.12.120: Услуги по управлению компьютерными системами дистанционно;11.01.2024
№32413179687;ОКАЗАНИЕ УСЛУГ ПО СОПРОВОЖДЕНИЮ ПРОГРАММНЫХ ПРОДУКТОВ И КОНСУЛЬТАЦИОННОЕ ОБСЛУЖИВАНИЕ ПО ИХ ИСПОЛЬЗОВАНИЮ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№32413179632;Оказание информационно-консультационных услуг программных продуктов 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413180413;"Доступ к персонифицированной информации в электронном справочнике ""Информио";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
