Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0129200003724000003;Услуги информационных агентств для обеспечения государственных нужд Волгоградской областной Думы;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;16.01.2024
№0301300164924000002;Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой ГБУЗ РБ Большеустьикинская ЦРБ;62.02.30.000: Услуги по технической поддержке информационных технологий;12.01.2024
№0129300045324000001;Оказание услуг по адаптации и сопровождению экземпляров справочно-правовой Системы «КонсультантПлюс»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;16.01.2024
№0318200055924000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0184200000624000073;Обслуживание бухгалтерских программ;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0818500005924000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413216838;Оказание услуг по сопровождению  программных продуктов «1С: Предприятие»  ;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0301300038124000002;Оказание услуг, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан, используемой ГБУЗ РБ ГКБ № 1 г. Стерлитамак;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№0301500001124000001;Оказание услуг по сопровождению и консультационной поддержке Государственной информационной системы обеспечения градостроительной деятельности Республики Башкортостан за первый квартал 2024;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0121600019024000002;Оказание услуг по адаптации и сопровождению экземпляров систем Консультант Плюс.;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№1034200006024000002;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» ;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0372200044924000001;Оказание услуг по базовому сопровождению МИС «МЕДИАЛОГ», а также услуг по передаче прав использования на условиях простой (неисключительной) лицензии системы «Медиалог» для существующей МИС, установленной в СПб ГБУЗ ГЦОРЗП «Ювента», в 2024 году;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№0227100000524000001;Оказание услуг по размещению информационных материалов в периодическом печатном издании в течении 2024 года.;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;18.01.2024
№0124200000624000145;Оказание услуг по адаптации и сопровождению экземпляров Системы КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Системы КонсультантПлюс (в том числе специальной копии системы).;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0875500000424000009;Оказание услуг по предоставлению сертификата активации сервиса обновления баз решающих правил ПО ViPNet IDS для ГИС Система-112 Республики Крым;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0849300004524000002;"Оказание услуг по сопровождению программы и предоставлению неисключительных (пользовательских) прав на использование программы для ЭВМ ""Проект-СМАРТ Про""";"62.03.12.130: Услуги по сопровождению компьютерных систем; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";26.01.2024
№0152200004724000043;Оказание услуг по предоставлению сертификатов технической поддержки программного обеспечения (Реестровый номер 24.32.0034);62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0332200048224000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0372100021724000005;Предоставление (продление) услуги по информационно - технологическому сопровождению программных продуктов 1С библиотека для библиотеки для нужд СПб ГБПОУ «АПТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0372200005724000004;Оказание информационных услуг с использованием экземпляра(ов) Систем КонсультантПлюс (услуг по адаптации и сопровождению экземпляра(ов) Систем КонсультантПлюс) ;62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0318200005424000002;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.3: Услуги по технической поддержке информационных технологий;18.01.2024
№0307200022324000011;Оказание услуг по предоставлению доступа к  справочной системе на основе специального лицензионного сервисного программного обеспечения;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0318200044824000002;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0318200042524000001;"Услуги по предоставлению сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0324200007824000001;Оказание услуг по обновлению ранее установленных справочно-информационных баз данных системы «Гарант»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№0145200002124000002;Оказание услуг по поставке, адаптации и сопровождению экземпляров СПС Консультант Премиум смарт-комплект Проф;"58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение; 62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки";18.01.2024
№0301500001124000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;17.01.2024
№32413216191;Оказание услуг по разработке технических заданий для сайтов, личного кабинета и мобильного приложения физических лиц;62.09.20.120: Услуги по установке программного обеспечения;26.01.2024
№0318200021624000001;"Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0818500002224000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0173300005824000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0142300036924000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0318100063424000003;"Услуги по передаче прав на использование программного обеспечения ""Информационная система консолидации отчетности""";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413216442;24Т0410080.0002. Приобретение обновления ПК «Гранд-Смета» для нужд Псковского филиала ПАО «Россети Северо-Запад»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;26.01.2024
№0318200043124000003;Оказание услуг по сопровождению единой межведомственной системы электронного документооборота Краснодарского края в Контрольно-счетной палате Краснодарского края;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№32413216433;Оказание услуг по техническому обслуживанию системы управления и контроля процессом электрооборудование КИПиА;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;26.01.2024
№0318200031524000001;"Оказание услуг по сопровождению медицинской информационной системы Комплекс Программных Средств ""Виста-МЕД""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;16.01.2024
№0318200043124000002;Оказание услуг по адаптации и сопровождению установленных экземпляров системы «КонсультантПлюс»;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№0815500000524000409;Оказание услуги по сопровождению информационной подсистемы электронного документооборота в муниципальном бюджетном учреждении «Централизованная бухгалтерия муниципальных бюджетных образовательных учреждений города Чебоксары» и обслуживаемых муниципальных учреждениях города Чебоксары Чувашской Республики, подведомственных Управлению образования Администрации города Чебоксары, на 2024 год;62.03.12.130: Услуги по сопровождению компьютерных систем;26.01.2024
№32413187020;Право заключения договора на Поставка программного обеспечения для защиты АРМ;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№32413215731;Оказание услуг по сопровождению справочно-правовой системы;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413215846;Оказание услуги по сопровождению компьютерных программ и консультированию;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413215866;на оказание услуг по сопровождению ранее обслуживаемого комплекта Электронного периодического справочника (ЭПС) «Система ГАРАНТ» в Муниципальное учреждение культуры Дом культуры «Слип» ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№32413215864;Сопровождение комплексной автоматизированной музейной информационной системы КАМИС 5;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413215847;Информационные услуги;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;25.01.2024
№32413215833;Сопровождение программного обеспечения;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0351200005624000004;"Оказание услуг по адаптации и сопровождению, имеющихся у Заказчика экземпляров справочных правовых систем ""КонсультантПлюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413215771;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Акционерного общества «Портовая особая экономическая зона «Ульяновск» экземплярами систем КонсультантПлюс ;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413215766;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс для нужд государственного бюджетного учреждения Самарской области ""Южный дом-интернат для престарелых, инвалидов""";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0388200002524000002;Оказание услуг по информационно-технологическому сопровождению программы «1С: Предприятие», программных продуктов «1С: Бухгалтерия государственного учреждения 8» и «1С: Зарплата и кадры бюджетного учреждения 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0158600000424000001;Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами систем КонсультантПлюс для нужд организации - Муниципальное казенное учреждение Зерноградского городского поселения «Управление ЖКХ, архитектуры, имущественных отношений, ГО и ЧС» в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413215504;Оказание консультационных услуг по работе с билетной системой TicketNet;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413215700;Оказание услуг по обеспечению бесперебойной передачи телеметрических данных в Автоматизированную систему управления «Объединенная диспетчерская служба» от телеметрического оборудования, смонтированного на транспортных средствах  АО «Мослифт»;63.11.11.000: Услуги по обработке данных;25.01.2024
№32413215690;Оказание услуг по сопровождению  информационно-коммуникационной системы взаимодействия ВУЗа для нужд ФГАОУ ВО «Московский государственный юридический университет имени О.Е. Кутафина (МГЮА)»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0354200007724000001;Услуги по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость(взаимодействие) услуг с ранее установленными в Департаменте сельского хозяйства Орловской области экземплярами систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413214958;Услуги в области информационных технологий;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0132600005724000010;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем Консультант Плюс (в том числе специальной копией Системы Консультант Плюс).;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413215654;"Оказание услуг по адаптации и сопровождению экземпляров Системы ""КонсультантПлюс"" для нужд филиала по Рязанской области ";62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№0869200000224000022;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№32413215642;Оказание услуг по предоставлению права использования программного обеспечения на условиях простой (неисключительной) лицензии программы для ЭВМ, сертификата технической поддержки (СМиСП);62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№0321100031824000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс в сфере ИКТ;62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№0744200000224000188;Услуги по обслуживанию программного обеспечения АИС «УП БТИ», установленного у Заказчика;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0744200000224000187;Услуги по комплексному информационно-правовому сопровождению электронного периодического справочника «Система «ГАРАНТ», установленного у Заказчика;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0373100088324000001;Оказание услуг по техническому сопровождению системы электронного документооборота Аппарата Уполномоченного по правам человека в Российской Федерации;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0818500006424000001;"Услуга по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0318200006324000002;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0854300004024000001;"оказание услуг по текущему информационному обслуживанию справочно-правовой системы (электронно-правовой системы ""Гарант-Аналитик"")";62.03.12.110: Услуги по управлению компьютерными системами непосредственно;15.01.2024
№0190200000324000357;Оказание услуг по технической поддержке и клиентскому сопровождению государственной информационной системы «Единая Информационно-Аналитическая Система «Федеральный орган регулирования - Региональные органы регулирования - Субъекты регулирования»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0891200000624000243;Оказание услуг по обслуживанию инфраструктуры государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной платформы (00000290-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0356500001424000021;ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ СПРАВОЧНО-ПРАВОВОЙ СИСТЕМЫ КОНСУЛЬТАНТПЛЮС;62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413215066;Сопровождение ЭПС «Система Гарант»;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413215439;Оказание услуг по технической поддержке технических средств Заказчика.;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0853500000324000010;Оказание услуг по техническому сопровождению программного комплекса «Медэксперт ТФОМС»;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№32413215350;Поставка лицензий на программу для ЭВМ «ГРАНД-Смета» и нормативные базы для программы ЭВМ «ГРАНД-Смета»;63.11.11.000: Услуги по обработке данных;25.01.2024
№0322200012524000002;Оказание услуг по продлению доступа к электронному периодическому справочнику «Система ГАРАНТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413215338;Услуги по поисковой оптимизации сайта;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0372100003424000006;Предоставление права использования программы для ЭВМ на условиях простой (неисключительной) лицензии;62.09.20.120: Услуги по установке программного обеспечения;25.01.2024
№32413203347;Право на использование ПО Kaspersky Endpoint Security  (1 год базовая лицензия на 200 рабочих мест);62.01.29: Оригиналы программного обеспечения прочие;23.01.2024
№0139200000124000202;Оказание услуг по обновлению и сопровождению баз данных правовой информации;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413215275;"МИ №3322/МИ (175/190/2024/В/ИТ) - Оказание услуг по адаптации и сопровождению экземпляров справочной правовой системы ""КонсультантПлюс"" на основе специального лицензионного программного обеспечения (175/190/2024/В) для нужд ООО «Газпром теплоэнерго МО»";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№0318200014324000008;"Оказание услуг по сопровождению медицинской информационной системы ""КПС ""Виста МЕД""";62.03.12.130: Услуги по сопровождению компьютерных систем;16.01.2024
№32413215206;Оказание услуг по техническому сопровождению информационной системы для автоматизации работы в сфере агропромышленного комплекса и ветеринарии в Чувашской Республике;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413214273;Оказание услуг по сопровождению профессиональной справочной системы «Техэксперт»  (№ 18-КЭ/2024) Закупка у субъектов малого и среднего предпринимательства;62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№32413215199;Услуги по размещению информационных материалов в газете;Сведения включены в описание каждого лота;25.01.2024
№32413215184;Оказание услуг по предоставлению сервиса электронной почты;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;25.01.2024
№0153300066924000005;"Информационное обслуживание и сопровождение справочно-правовой Системы ""Консультант Плюс""";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№32413215131;"Услуги по сопровождению адаптированных программ для ЭВМ системы ""1С:Предприятие""";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0318200030724000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0108500000424000048;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость(взаимодействие) услуг с ранее установленными в Министерстве образования и науки Республики Марий Эл экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0815500000524000098;"Оказание услуги по сопровождению справочно-правовой системы ""КонсультантПлюс""";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№0815500000524000113;"Оказание услуг по сопровождению справочно-правовой системы ""Гарант»";62.03.12.130: Услуги по сопровождению компьютерных систем;17.01.2024
№0375300008524000003;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в МБУ «Городское хозяйство» экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс) для нужд МБУ «Городское хозяйство».;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№32413214109;Оказание услуг: построение структурированных кабельных систем по адресу г. Тюмень ул. Широтная 216.;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
№32413213082;Право заключения договора на оказание услуг по предоставлению доступа и техническому сопровождению системы электронного документооборота «Практика» для нужд ФГБОУ ВО Казанский ГМУ Минздрава России;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;25.01.2024
№32413215046;"Оказание услуг по  предоставлению доступа к комплекту справочной системы ""Кадровая справочная система – Система кадры (для бюджетных организаций)""";62.03.12.120: Услуги по управлению компьютерными системами дистанционно;25.01.2024
№0325200021324000001;"Предоставление доступа к базе данных эс ""Госфинансы""";62.02.30.000: Услуги по технической поддержке информационных технологий;16.01.2024
№0335200014924000039;Оказание услуг по адаптации и сопровождению справочно-правовых систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413214948;"Оказание услуг по адаптации и сопровождению экземпляров системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Государственном автономном учреждении дополнительного образования Волгоградской области ""Спортивная школа по зимним видам спорта"" экземплярами Систем КонсультантПлюс.";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413214946;Программное сопровождение, обновление и обслуживание программы 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413214928;Оказание услуг технической поддержки программного обеспечения составления расписания;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;25.01.2024
№0848300045424000010;Закупка услуг по расширению функционала, сервисному сопровождению и обновлению базы данных программного комплекса МИАС Администрации Одинцовского городского округа Московской области в 2024 году;62.09.2: Услуги в области информационных технологий и компьютерные услуги прочие, не включенные в другие группировки;17.01.2024
№0848300045424000011;Закупка в 2024 году на оказание услуг в области информационных технологий по сопровождению программного продукта «1С: Зарплата и кадры государственного учреждения» «1С:Бухгалтерия государственного учреждения 8» для нужд МКУ «Служба кладбищ»;62.02.3: Услуги по технической поддержке информационных технологий;18.01.2024
№0318200034024000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413214907;"Оказание услуг по сопровождению программного продукта 1С: «Бухгалтерия государственного учреждения 8"" для Оренбургского филиала ФГБУ ВНИИПО МЧС России";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;25.01.2024
