Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0122100003024000002;Оказание услуг по предоставлению неисключительных (пользовательских) прав (лицензии) на использование программного комплекса и по организационному и методологическому сопровождению администрирования неналоговых поступлений УМВД России по Хабаровскому краю в бюджет Российской Федерации (сопровождение программного комплекса «Администратор-Д» (расширенная конфигурация).;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№32413231416;Оказание информационных  услуг по обслуживанию и поддержке систем АСДУ и АСКУЭР ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;31.01.2024
№0817200000324000562;Оказание услуг по подготовке и размещению информационных сообщений и информационно-аналитических материалов в муниципальном печатном СМИ, территорией распространения которого является Краснощёковский район Алтайского края, а также по размещению информационных сообщений на интернет-ресурсе данного издания;"63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям; 73.11.11.000: Набор рекламных услуг полный";31.01.2024
№0866300003824000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Системы, на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Муниципального казенного учреждения «Централизованная бухгалтерия Щекинского района» экземплярами Систем КонсультантПлюс.;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0167300024924000001;Оказание услуг по размещению информации;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;31.01.2024
№0152300015624000003;Оказание услуг по публикации нормативно-правовых актов и информационных материалов в еженедельном периодическом печатном издании;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;31.01.2024
№0372200100224000010;Оказание услуги по сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга ;62.09.20.120: Услуги по установке программного обеспечения;31.01.2024
№0342300229024000006;Оказание услуг по адаптации и сопровождению экземпляров справочно-правовой Системы, принадлежащей Заказчику;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0162300005324000087;Оказание услуг по адаптации и сопровождению установленных в Счетной палате города Екатеринбурга экземпляров справочно-правовой системы «КонсультантПлюс»;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0373200069624000076;Электронный аукцион на оказание услуг по подключению анализаторов к лабораторной информационной системе Акросс;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0891200000624000350;Оказание услуг по обслуживанию инфраструктуры Регионального сегмента Единой государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной шины (00000450-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№32413231686;Оказание услуг по сопровождению медицинской информационной системы «ИНФОДЕНТ» в ГАУЗ «СП № 35 ДЗМ»;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0817200000324000510;Выполнение работ по развитию (модернизации), сопровождению и обслуживанию государственной (муниципальной) информационной системы – региональная информационная система Алтайского края в сфере закупок «АИС Госзаказ»;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;31.01.2024
№0891200000624000348;Оказание услуг по обслуживанию инфраструктуры Регионального сегмента Единой государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной шины (00000448-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0891200000624000346;Оказание услуг по обслуживанию инфраструктуры Регионального сегмента Единой государственной информационной системы здравоохранения Забайкальского края в составе защищенной сети передачи данных и компонентов интеграционной шины (00000412-ЭА);62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0817200000324000521;"Оказание услуг по технической поддержке и обновлению до актуальной версии программного комплекса ""Здравоохранение"" в 2024 году";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0129300023024000002;Оказание услуг по предоставлению и информационному обслуживанию справочно-правовой системы;63.99.20.000: Сборники фактов/информации оригинальные;22.01.2024
№0849300004524000003;Оказание услуг по миграции эксплуатируемой базы данных бюджета муниципального округа на отечественную платформу СУБД PostgreSQL в системе «БЮДЖЕТ-Смарт»;"62.03.12.130: Услуги по сопровождению компьютерных систем; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";31.01.2024
№0146200004124000001;Освещение деятельности Липецкого областного Совета депутатов на телевидении, радио, изготовлению и размещению материалов ;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;22.01.2024
№0318300177024000001;Оказание услуг по передаче сертификата на оказание услуг по мониторингу событий информационной безопасности объектов ЗСПД и комплексному техническому сопровождению СОИБ;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0180300000224000011;"Услуги по сопровождению электронного периодического справочника ""Система ГАРАНТ""";62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0372200001024000007;Оказание услуг по методико-техническому сопровождению программного комплекса «УПРАВЛЕНИЕ ИММУНИЗАЦИЕЙ» («ЭЛЕКТРОННАЯ КАРТОТЕКА») версии 7.0;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0141100000224000006;Оказание услуг по передаче неисключительных прав использования базы данных;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0139300027724000013;На оказание услуг по сопровождению электронного периодического справочника «Система ГАРАНТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0325300033424000008;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, установленных у Заказчика.;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0358200045824000001;Оказание услуги по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS) в 2024 году;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№0348100015224000001;Оказание услуг по адаптации и сопровождению информационно справочных систем «Техэксперт»: Базовые нормативные документы. Лаборатория. Охрана труда. Экология. Проф. Промышленная безопасность. Пожарная безопасность;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№32413231458;Оказание услуг по технической поддержке ПО VT-Studio версии 3.5. (неисключительная лицензия);62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;31.01.2024
№0817200000324000543;"Оказание услуг по технической поддержке и обновлению до актуальной версии модуля АРМ ""Поликлиника"" ""Комплексной медицинской информационной системы"" в 2024 году";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;31.01.2024
№0819300033324000009;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0118300007324000035;"Сопровождение установленного Электронного периодического справочника ""Система ГАРАНТ"" (информационный продукт вычислительной техники)";63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;31.01.2024
№0151300033724000014;Услуги по адаптации и сопровождению  экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с  ранее установленными экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№0369300121024000003;Услуги по продлению неисключительных прав использования базы данных электронной системы «Госфинансы» для бюджетных учреждений, имеющейся у заказчика;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№32413231264;Передача неисключительных прав использования электронной системы «Госфинансы»,  настройку и обучение пользователей ;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;31.01.2024
№0116300038724000008;"Обслуживание СПС ""Консультант"" ";62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0119300013724000001;Услуги по размещению информационных материалов;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;22.01.2024
№0888200000224000002;"Предоставление (продление) права использования базы данных Электронный периодический справочник ""Система Гарант"" на условиях простой (неисключительной) лицензии";63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;30.01.2024
№32413230728;Оказание услуг по адаптации и сопровождению установленной справочно-правовой системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;30.01.2024
№32413229827;Оказание услуг видеоконтроля потока пациентов «Красных зон» в медицинских учреждениях Кемеровской области – Кузбасса;63.11.21.000: Услуги по передаче потокового видео;30.01.2024
№0372200211124000006;Оказание услуг по сопровождению и технической поддержке лабораторной информационной системы «АльфаЛаб» для СПб ГБУЗ «Городская больница №20» в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0372200211124000005;Оказание услуг по настройке функциональных механизмов (ВИМИС) эксплуатируемого программного продукта Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико Страхового Обслуживания Населения» «САМСОН»  в 2024 году для нужд СПб ГБУЗ «Городская больница № 20»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0372200211124000004;Оказание услуг по настройке функциональных механизмов (СЭМД) эксплуатируемого программного продукта Медицинская Информационная Система «Комплекс Программных Средств «Система Автоматизации Медико Страхового Обслуживания Населения» «САМСОН»  в 2024 году для нужд СПб ГБУЗ «Городская больница № 20»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№32413230682;оказание услуг по установке программного обеспечения для ввода в эксплуатацию программно-аппаратного комплекса «Платформа голосовых роботов» с поставкой оборудования;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;30.01.2024
№32413230649;Оказание услуг переходу БФ ВГУ на внутренний электронный документооборот в отношении первичных учетных документов и электронных регистров бухгалтерского учета. ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;30.01.2024
№0304200022824000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения;63.11.11.000: Услуги по обработке данных;30.01.2024
№0304200022824000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения;63.11.11.000: Услуги по обработке данных;28.01.2024
№0318200077224000001;Услуга по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемая на основе специального лицензионного программного обеспечения, обеспечивающая совместимость услуг с экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0806500000224000025;Оказание услуг по поддержке и обслуживанию государственной информационной системы «Муниципальный контроль» для нужд Государственного комитета Республики Карелия по обеспечению жизнедеятельности и безопасности населения;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0372200003224000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс СПб ГБУК «ЦБС Красносельского района» в 2024 году;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;30.01.2024
№0348200049724000009;Оказание технических, методологических и консультационных услуг по сопровождению программного обеспечения автоматизированной системы финансово-хозяйственной деятельности;62.02.3: Услуги по технической поддержке информационных технологий;30.01.2024
№0338100009224000002;"Приобретение неисключительных прав на использование установленного ранее Антивирус ""Касперский"" от 50 до 99 лицензий";62.01.29.000: Оригиналы программного обеспечения прочие;30.01.2024
№32413230595;Оказание услуг информационно-технической поддержки и организации продаж книг и журналов на бумажных носителях посредством Интернет-сайта ;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;30.01.2024
№0358300325024000007;Услуги по предоставлению сервисов сопровождения компонентов программного обеспечения медицинской информационной системы;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;28.01.2024
№0358300325024000008;услуги по сопровождению программного обеспечения для административно-хозяйственной деятельности;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;28.01.2024
№0161300011124000013;Оказание услуг связи (видеонаблюдение, интернет);"61.90.10.160: Услуги связи по предоставлению каналов связи; 63.11.11.000: Услуги по обработке данных";30.01.2024
№0168500000624000125;Услуги по доработке государственной информационной системы «Навигатор дополнительного образования детей Ульяновской области».;62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;30.01.2024
№0338200000424000003;Оказание услуг по информационному обеспечению при помощи справочно-правовых систем для бухгалтерии бюджетного учреждения ;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;30.01.2024
№0167200003424000274;Оказание услуг по предоставлению обновлений специализированного программного средства «Учёт бюджетных средств, предоставленных сельскохозяйственным товаропроизводителям в форме субсидий» на платформе «1С: Предприятие 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№32413230502;Оказание услуг по обслуживанию и поддержке пользовательских рабочих мест и информационных систем;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0175200002624000007;"Оказание услуг по информационному сопровождению и обновлению ранее установленной справочно-правовой системы ""КонсультантПлюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0167200003424000273;Оказание услуг по настройке специализированного программного средства «Учёт бюджетных средств, предоставленных сельскохозяйственным товаропроизводителям в форме субсидий» на платформе «1С: Предприятие 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;30.01.2024
№0891200000624000050;Оказание услуг по сопровождению комплекта системы ГАРАНТ (00000077-ЭА);62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0826500000924000263;Оказание информационных услуг в 2024 году.;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;30.01.2024
№0148300000624000052;Оказание услуг по обслуживанию программ 1С:Предприятие;62.02.3: Услуги по технической поддержке информационных технологий;30.01.2024
№32413230477;Услуги по обслуживанию автоматизированных систем бухгалтерского учета и расчета заработной платы на базе программных продуктов «1С: Предприятие»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;30.01.2024
№0373100023824000038;2024/244/226 Закупка консультационных услуг при работе с системами автоматизации финансово-хозяйственной и экономической деятельности и услуг по предоставлению неисключительных прав (лицензий) на использование программного продукта (Б 244/226);62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0146200000724000006;Оказание услуг по подготовке и освещению информационных мероприятий о социально-экономическом развитии Липецкой области путем размещения материалов в сетевом издании;63.99.10.130: Услуги по сбору и обобщению фактов и информации, кроме списков адресатов;30.01.2024
№0158100011924000001;Оказание услуг по технической поддержке и обеспечению эксплуатации рабочих станций;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413230460;"Услуги по ведению и сопровождению трудовых отношений, управлению совокупным вознаграждением и эффективностью деятельности в рамках деятельности управления персоналом, а также услуг по подбору, адаптации и обучению персонала в рамках деятельности управления персоналом для ООО ""Энергосбыт Луганск""";62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0372200257524000001;"Оказание услуг по одноразовому обслуживанию сайтов www.kvd4.ru www.s.kvd4.ru для нужд Санкт-Петербургского государственного бюджетного учреждения здравоохранения ""Кожно-венерологический диспансер №4"" в 2024 году";62.02.30.000: Услуги по технической поддержке информационных технологий;26.01.2024
№0175200000424000009;Оказание услуг по сопровождению Государственной информационной системы «Закупки Республики Крым» с предоставлением неисключительных (пользовательских) прав на использование программ для ЭВМ;"62.02.30.000: Услуги по технической поддержке информационных технологий; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";22.01.2024
№0848300064124000011;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.02.3: Услуги по технической поддержке информационных технологий;30.01.2024
№0171200003024000002;Услуги по сопровождению ГИС «Гостехнадзор Ярославской области»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0333200014024000005;Оказание услуг по техническому обслуживанию, поддержке и сопровождению Системы-112 Ивановской области;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;23.01.2024
№0744200000224000060;Оказание услуг по сопровождению раннее установленного периодического справочника;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0172300004824000003;Адаптация и сопровождение СПС КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;30.01.2024
№0373100120524000005;"Оказание услуг по технологическому сопровождению ГАИС ""Асклепиус""";62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0744200000224000051;Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0371100005024000006;оказание услуг по обслуживанию  подсистемы «Регата+»  и сопровождению подсистемы «Электронная регистратура «Регата»  для нужд ФКУЗ «МСЧ МВД России по Ярославской области»;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0826500000924000088;Оказание услуг по передаче сертификатов по технической поддержке программного обеспечения программно-аппаратного комплекса по защите региональной сети государственной информационной системы межведомственного электронного взаимодействия Белгородской области;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0167200003424000268;"оказание услуг по предоставлению прав на использование и сопровождение программного продукта «Система автоматизации делопроизводства и электронного документооборота (""Дело"")""";"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";30.01.2024
№0826500000924000078;Выполнение работ по сопровождению системы государственного управления «Электронное правительство», установленной у государственного заказчика;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0826500000924000260;Оказание услуг по расширению комплекса автоматизации лабораторной информационной системы «Акросс-Клиническая лаборатория (АКЛ)».;"62.09.20.120: Услуги по установке программного обеспечения; 58.29.32.000: Обеспечение программное прикладное для загрузки";30.01.2024
№32413230341;Услуги по администрированию сервера и локально-вычислительной сети и обслуживание программного обеспечения для нужд ГАУЗ ЛО «Киришская СП»;"62.03.11.000: Услуги по управлению сетями; 62.02.30.000: Услуги по технической поддержке информационных технологий";30.01.2024
№0865200000324000009;Оказание услуг по сопровождению информационной системы «Мониторинг налоговых доходов» в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№32413230278;Обновление и техническое обслуживание программного комплекса «Гранд-Смета» на 2024 г (АЧБФ-Н-162-24);62.03.12.130: Услуги по сопровождению компьютерных систем;30.01.2024
№32413224833;Право заключения договора на оказание услуг по сопровождению информационных систем электронного документооборота и архива ПАО «Россети»;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;29.01.2024
№0318200032824000002;На оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8» 1 пол. 2024г.;62.02.3: Услуги по технической поддержке информационных технологий;23.01.2024
№32413230207;на право заключения договора на оказание консалтинговых услуг и информационно-консультационных услуг в сфере информационных технологий по разработке и сопровождению программного обеспечения для нужд ООО «Шереметьево Хэндлинг»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;30.01.2024
№32413230204;"Оказание услуг по информационному сопровождению справочной системы ""Техэксперт ""Базовые нормативные документы. Лаборатория""";62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0129300014924000007;Оказание услуг по технической поддержке информационных технологий (сопровождению автоматизированной системы учета финансово-хозяйственной деятельности Волгоградской городской Думы);62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0851200000624000235;Оказание услуг по продлению, информационно - техническому сопровождению и обновлению интернет-версии справочно-правовой системы «ГАРАНТ»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;30.01.2024
№0815500000524000578;"Оказание услуг по технической поддержке программного обеспечения и сопровождению функционирования единой централизованной информационной системы бухгалтерского (бюджетного) учета, кадрового учета и расчета заработной платы и подсистемы электронного документооборота муниципального бюджетного учреждения ""Центр финансового и бухгалтерского обслуживания города Новочебоксарска Чувашской Республики"" и обслуживаемых муниципальных учреждениях г. Новочебоксарска Чувашской Республики";62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0318200054124000001;"Оказание услуг по информационному обслуживанию ранее установленной и используемой версии электронного периодического справочника ""Система ГАРАНТ""";62.01.12.000: Услуги по проектированию и разработке информационных технологий для сетей и систем;30.01.2024
№32413228948;Лицензия Ideco UTM;62.01.29.000: Оригиналы программного обеспечения прочие;30.01.2024
№0119200000124000538;ЭА-№-413/24 «Оказание услуг по продлению неисключительных прав использования Базы данных Справочной Системы «Охрана труда для бюджетных учреждений», Базы данных электронной Системы «Кадровая Справочная Система «Система Кадры», версия для бюджетных, казенных и автономных учреждений»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
