Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0318200070724000001;"Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта ""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№32413223381;Поставка неисключительных прав на использование лицензионного программного обеспечения XSpider;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;29.01.2024
№32413223903;Оказание комплекса услуг по техническому обслуживанию, поддержке и сопровождению информационных систем программных продуктов на базе 1С - 1С: Документооборот 8, 1С: Бухгалтерия государственного учреждения 8, 1С: Зарплата и кадры государственного учреждения 8;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0175200000624000001;Оказание услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0190200000324000457;Оказание услуг по технической поддержке государственной информационной системы «Региональный банк данных семей и несовершеннолетних «группы особого внимания» в Ямало-Ненецком автономном округе;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0344300069024000004;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№0338300036824000001;Услуги по адаптации и сопровождению экземпляров Систем Консультант Плюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость информационных услуг с имеющимися и установленными у заказчика экземплярами Систем Консультант Плюс (в том числе специальной копией Системы Консультант Плюс);62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0860200000824000027;Услуги по сопровождению информационной системы для формирования, учета и отправки начислений и платежей в Государственную информационную систему о государственных и муниципальных платежах, а также получения информации о фактах оплаты заявителями платежей при получении государственных и муниципальных услуг, погашении штрафов и сборов, государственных пошлин Саратовской области;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0358200006224000001;Услуги на продление ранее установленных электронных систем (базы данных) («Госфинансы» и «Система Кадры»);62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;22.01.2024
№0873400004924000001;Оказание услуг по адаптации и сопровождению установленных экземпляров справочной правовой системы КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0345300092324000002;Оказание услуг по сопровождению медицинской информационной системы «АВИЦЕННА»;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0332300267024000013;Услуги по сопровождению СИМ «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№32413223265;Оказание информационных  услуг по обслуживанию и поддержке систем АСДУ и АСКУЭР ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;29.01.2024
№32413223802;Право на использование ПК «Строительный эксперт»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;29.01.2024
№0352300211324000001;Оказание услуг по технической поддержке средств криптографической защиты информации ViPNet для защиты электронного документооборота (Реестровый номер 2024.003506);62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0118100009124000001;"Оказание услуг по сопровождению программных продуктов ""1С: Бухгалтерия государственного учреждения 8"", ""1С: Зарплата и кадры государственного учреждения 8""";62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0348100062024000002;Оказание услуг по продлению неисключительного права использования программного средства антивирусной защиты;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0190200000324000453;Оказание услуг по техническому сопровождению программного обеспечения «Автоматизированная система секретного делопроизводства, документооборота и допускной работы»;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0848300045424000035;"Закупка в 2024 году на оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем для нужд МКУ ""ЦХО ОМС""";62.02.3: Услуги по технической поддержке информационных технологий;29.01.2024
№0253100000224000009;Поставку технических средств реабилитации -  программного обеспечения экранного доступа для инвалидов, в том числе детей-инвалидов, с нарушениями функций одновременно слуха и зрения в 2024 году;62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0154200000724000004;Оказание услуг по сопровождению в 2024 году программ для ЭВМ с предоставлением неисключительных (пользовательских) прав на использование программ для ЭВМ, применяемых в Департаменте финансов Орловской области;"62.03.12.130: Услуги по сопровождению компьютерных систем; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";17.01.2024
№32413223677;120-ПЗЕИ/2024 оказание услуг по обеспечению доступа к единой системе электронного документооборота органов исполнительной власти города Москвы и подведомственных им учреждений для пользователя с правом подписи/без права подписи;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0335300004324000002;Оказание услуг по сопровождению системы автоматизации делопроизводства и электронного документооборота «ДЕЛО», для муниципальных нужд;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0118300000624000005;Оказание услуг по сопровождению, технической и информационной поддержке системы электронного документооборота «Result-Systems»;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0859300019624000011;Оказание услуг по техническому обслуживанию информационной инфраструктуры Контрольно-счетной палаты города Рязани;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0362300093424000001;Предоставление лицензии на обновление и сопровождение программы;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0321200014724000001;"Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в государственном бюджетном учреждении социального обслуживания ""Краевой реабилитационный центр для детей и подростков с ограниченными возможностями ""Орленок"" экземплярами Систем КонсультантПлюс";62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0345200019024000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0855200000524000083;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в ГБУЗ МИАЦ экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№32413223591;Информационные услуги Консультант Плюс ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;29.01.2024
№0322200022524000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем, установленных у Заказчика;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№32413223579;Конкурс в электронной форме открытым способом среди субъектов малого и среднего предпринимательства в электронной форме открытым способом среди субъектов малого и среднего предпринимательства на оказание информационно-аналитических услуг в автоматизированном режиме через информационный портал;63.11.11.000: Услуги по обработке данных;29.01.2024
№0167300001124000001;Оказание услуг по продлению прав на программные средства антивирусной защиты на базе программного обеспечения Kaspersky Endpoint Security (простые/неисключительные лицензии);62.01.29.000: Оригиналы программного обеспечения прочие;29.01.2024
№0372200182924000001;Оказание услуг по сопровождению и адаптации экземпляров СПС «КонсультантПлюс» в 2024 г.;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;19.01.2024
№0372200119624000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс в 2024 году;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;29.01.2024
№0158100014024000001;Аттестация объекта информатизации АРМ;62.02.20.120: Услуги по обследованию и экспертизе компьютерных систем;29.01.2024
№0375200000524000005;Информационные услуги по внедрению и сопровождению информационно-справочных систем: Базовые нормативные документы. Лаборатория;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;19.01.2024
№0862300043924000001;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№0194200000524000003;Оказание услуг по обновлению справочно-правовых систем;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0372200012124000006;Оказание услуг по поддержке и сопровождению специализированного комплекса программных средств «1С.Медицина.Больничная аптека» в 2024 году										 ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№0801500001224000002;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0862300043924000002;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№32413222608;"Оказание услуг по продлению лицензии и техническому сопровождению ранее приобретенного программного обеспечения для ЭВМ и баз данных ""Комплексная многопользовательская информационная система документооборота для ведомственной химической лаборатории (Лабораторная информационная система ""ЛИСТ"")"" конфигурацией до 25 рабочих мест для нужд Филиала ФГБУ ""ЦЛАТИ"" по УФО по Тюменской области";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;29.01.2024
№32413223459;Оказание услуг по сопровождению компонентов государственной информационной системы в сфере здравоохранения Пензенской области на февраль-март 2024 год ;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0318300169024000001;Услуги по технической поддержке информационных технологий. Оказание услуг по поставке сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8».;62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№0140300040824000064;Оказание услуг сопровождению и развитию существующей системы электронного документооборота DIRECTUM;62.03.12.120: Услуги по управлению компьютерными системами дистанционно;19.01.2024
№32413223415;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант-Плюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем Консультант-Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0162300034224000001;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемые на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у заказчика экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№32413222956;Выполнение работы по изготовлению и размещению в открытом доступе в информационно-телекоммуникационной сети «Интернет» материалов о деятельности Губернатора и Правительства Астраханской области, исполнительных органов Астраханской области, а также о социально-экономическом и общественно-политическом развитии Астраханской области.;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;29.01.2024
№0307100022424000001;Услуги по сопровождению справочно-правовой системы «КонсультантПлюс»;62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;19.01.2024
№0372200115224000001;Оказание услуг по сопровождению сегмента Единой системы электронного документооборота и делопроизводства исполнительных органов государственной власти Санкт-Петербурга в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0858600000324000005;Услуги по адаптации и сопровождению экземпляров  информационных Систем, установленных у Заказчика;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;29.01.2024
№0368200014424000001;Сертификат активации сервиса совместной технической поддержки программно-аппаратного комплексаViPNetCoordinatorHW 1000 4.x, сеть 2958;62.02.3: Услуги по технической поддержке информационных технологий;19.01.2024
№0220100004024000001;Оказание услуг по размещению информационных материалов в печатном средстве массовой информации;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;29.01.2024
№0813500000124000169;зз-0016-00348 - 2024 Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№32413223255;Поставка, адаптации и сопровождения экземпляров Систем Консультант Плюс на 2024 год.;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№32413222834;Выполнение работы по изготовлению и размещению в открытом доступе в информационно-телекоммуникационной сети «Интернет» материалов о деятельности Губернатора и Правительства Астраханской области, исполнительных органов Астраханской области, а также о социально-экономическом и общественно-политическом развитии Астраханской области.;63.12.10.000: Содержание порталов в информационно-коммуникационной сети Интернет;29.01.2024
№0328300007324000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс), в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№0132300029324000004;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0318100063424000005;"Услуги по передаче прав на использование программного обеспечения ""Информационная система консолидации отчетности""";62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0101300031124000002;Услуги, обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№32413223108;"Оказание услуг по сопровождению и поддержке программно-технических комплексов ССПИ Микроника для нужд филиала ПАО ""Россети"" - Южно-Уральское ПМЭС в 2024г.";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;29.01.2024
№0322200005824000010;"Оказание услуг по адаптации и сопровождению экземпляров справочно-правовой системы ""Консультант Плюс""";62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№32413210454;Оказание услуг по внедрению системы управления предприятием АО АПК «Алексеевский»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№0318200061324000002;Оказание услуг по сопровождению электронного периодического справочника «Система ГАРАНТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0175200000424000033;Услуги по сопровождению автоматизированной информационной системы «Социальная поддержка населения Республики Крым» в 2024 году;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;29.01.2024
№0318200027124000001;"Покупка сертификата на техническую поддержку программного продукта""ПАРУС-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;18.01.2024
№32413223024;"Техническая поддержка ПК ЭД ""СЭДО"". Дополнительные пользовательские лицензии.";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;29.01.2024
№32413221334;Оказание услуг по сопровождению программных продуктов 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0122300006324000004;Оказание информационных услуг по адаптации и сопровождению экземпляров систем «КонсультантПлюс», включая специальную копию системы по адресу: Российская Федерация, 682460, Хабаровский край, г.Николаевск-на-Амуре, ул. Кантера, д. 2;62.02.30.000: Услуги по технической поддержке информационных технологий;17.01.2024
№0318200044324000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0262200000124000002;Услуги по сопровождению имеющегося у Заказчика программного обеспечения Directum RX;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0352200005924000001;"Оказание услуг по обеспечению функционирования и развития государственной информационной системы Омской области ""Катарсис"" (Реестровый номер 2024.002468)";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;18.01.2024
№0162200001624000001;оказание услуг по сопровождению экземпляров Справочной Правовой Системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0132200000124000001;Оказание услуг по сопровождению функционирования информационной системы «Долговая книга», входящей в состав Государственной информационной системы управления общественными финансами министерства финансов Нижегородской области, на оборудовании министерства финансов Нижегородской области в соответствии с техническими условиями эксплуатации в министерстве финансов Нижегородской области;62.03.12.130: Услуги по сопровождению компьютерных систем;18.01.2024
№0318200083524000001;"Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта ""Парус-Бюджет 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
№32413222810;Запрос котировок в электронной форме №1/ЗКТЭ-ТЛЦ Белый Раст/24 на право заключения договора на сопровождение программного обеспечения Системы Управления Контейнерным Терминалом в послегарантийный период;62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;29.01.2024
№0122300006124000005;Оказание услуг по предоставлению и техническому сопровождению неисключительных имущественных прав (Лицензии) на АИС «Паспортный стол ЖЭО;"62.02.30.000: Услуги по технической поддержке информационных технологий; 58.29.50.000: Услуги по предоставлению лицензий на право использовать компьютерное программное обеспечение";19.01.2024
№0338300007224000005;Оказание услуг по информационно-технологическому сопровождению, обновлению и сопровождению программного продукта «1С: Бухгалтерия государственного учреждения 8», «1С-Камин: Зарплата для бюджетных учреждений. Версия 5.5»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№0369100026524000001;"Оказание услуг по продлению лицензий неисключительного права на использование программного обеспечения лаборатории Касперского   ""Kaspersky Endpoint Security для бизнеса - Стандартный Russian Edition""";62.01.29.000: Оригиналы программного обеспечения прочие;18.01.2024
№0187300004524000027;Оказание услуг по передаче неисключительных прав на использование программного обеспечения (лицензии) и продлению сертификатов технической поддержки для обеспечения функционирования центрального узла муниципального сегмента региональной информационной системы, задействованной в работе по обеспечению государственной итоговой аттестации обучающихся;"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 58.29.12.000: Обеспечение программное сетевое на электронном носителе";29.01.2024
№0156200001524000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0380200000124000046;"Оказание услуг по адаптации , тестированию и сопровождению программных продуктов ""1С: Предприятие""";62.02.3: Услуги по технической поддержке информационных технологий;22.01.2024
№0175200003924000003;Сопровождение автоматизированной информационной системы управления органами Гостехнадзора;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;29.01.2024
№0187300019424000003;Оказание услуг по техническому сопровождению программных продуктов «АС «Бюджет», АС «УРМ», ПО «Сервер обмена данными», а также дополнительных программных модулей и функциональных возможностей к этим программным продуктам;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0322200027424000006;"Оказание услуг по сопровождению программного обеспечения ""1С""";62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№0853500000324000166;Оказание услуг по абонентскому сопровождению «1С:Предприятие 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;29.01.2024
№0853500000324000164;Оказание услуг по доработке и сопровождению голосового бота на базе платформы автоматизированных коммуникаций TWIN с безлимитным пакетом минут;62.02.30.000: Услуги по технической поддержке информационных технологий;29.01.2024
№32413222667;Оказание услуг по обеспечению доступа к электронной библиотечной системе (ЭБС);63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;29.01.2024
№0365100014824000013;"Подписка на журналы, периодические издания, электронные ресурсы: Предоставление неисключительных прав (простой неисключительной лицензии) – право доступа к электронным изданиям «Патологическая анатомия. Руководство к практическим занятиям: интерактивное электронное учебное издание в двух частях – общая и частная», «Цитология и общая гистология: атлас» и ""Частная гистология: атлас"" входящим в комплект «Учебники 3.0» в составе «Электронной библиотечной системе «Консультант студента»";63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;29.01.2024
№0172300003824000002;"Оказание услуг по Информационному обслуживанию "" СПС Консультант Плюс"" на 2024 год ";63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;29.01.2024
№0175300007624000001;Услуги по  сопровождению адаптированных экземпляров Систем КонсультантПлюс ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;18.01.2024
№0318200028624000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;19.01.2024
