Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№32413165798;Услуга по сопровождению программных продуктов «1: Предприятие»;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413165705;"Предоставление пакета обновлений принадлежащего Заказчику на законных основаниях программного продукта на базе платформы ""1С:Предприятие"" в связи с изменением законодательства: Учет и отчетность от ТАБ для 1С: БНФО +ТАБ:Модуль XBRL/";62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;11.01.2024
№32413165688;Техническая поддержка программного обеспечения ЭИОС;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413164894;Обслуживание программного продукта;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413164291;Услуги по адаптации и сопровождению экземпляра СПС Консультант;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413165201;Поставка и сопровождение экземпляров систем Консультант плюс в 2024 году;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413165528;Информационное и техническое сопровождение по вопросам эксплуатации модулей мониторинга, установленных на подвижные объекты и программного обеспечения системы спутникового мониторинга «Скаут»;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413164761;Услуги по сопровождению предварительно адаптированных силами Исполнителя программных продуктов «1С:Предприятие» Заказчика;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413165489;Оказание услуг по адаптации и сопровождению справочно-правовой системы;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413165434;оказание услуг по информационно-технологической поддержке аппаратно-программных комплексов;62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413165310;Поставка сертификата технической поддержки программного обеспечения и оборудования аппаратно-программного комплекса «Безопасный город» на территории  Архангельской области;62.01.29.000: Оригиналы программного обеспечения прочие;11.01.2024
№32413164395;"Оказание услуг по информационному обслуживанию программных продуктов ""1С: Бухгалтерия государственного учреждения 8"", ""1С: Зарплата и кадры государственного учреждения 8""";62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413165192;Оказание услуг по информационно-технологическому сопровождению продуктов на базе «1С:Предприятие»  ;62.01.29.000: Оригиналы программного обеспечения прочие;11.01.2024
№32413165185;"""Оказание услуг по сопровождению программного обеспечения """;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413164377;Договор поставки, адаптации и сопровождения экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413165056;"Услуги по сопровождению и поддержке программного обеспечения информационно-справочной системы (ИСС) «Техэксперт» для нужд ФБУЗ ""Центр гигиены и эпидемиологии в Белгородской области"" и филиалов.";62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413165046;Оказание информационных услуг на основе специального лицензионного программного обеспечения КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;11.01.2024
№32413165042;Доступ к обновлениям программных продуктов системы «1С: Предприятие» на сайте https://portal.1c.ru;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413164735;"Оказание услуг по информационному обслуживанию программных продуктов ""1С: Бухгалтерия государственного учреждения 8"", ""1С: Зарплата и кадры бюджетного учреждения 8""";62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413164267;Оказание услуг по консультативно-технологическому сопровождению прикладных программ;62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413164245;"Услуги по ежемесячной адаптации,модификации и сопровождению модифицированной информационно-справочной системы ""Техэксперт""";62.03.12.130: Услуги по сопровождению компьютерных систем;11.01.2024
№32413164458;Оказание услуг по абонентскому обслуживанию программного комплекса «Флагман» (подсистемы «Бухгалтерский учет», «Складской учет», «Персонал», «Зарплата», «Налог», «Документооборот», «Табельный Учет»);62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№32413164217;Оказание услуг по сопровождению 1 С;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413164082;Услуги по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413164199;"Оказание услуг по обновлению и информационному сопровождению информационно-правовой системы ""Консультант-плюс"" для нужд Санкт-Петербургского филиала ФГБНУ ""ВНИРО""";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163832;Услуги по предоставлению выделенного доступа в Интернет;63: Услуги в области информационных технологий;10.01.2024
№32413163803;Услуги местной телефонной связи;63: Услуги в области информационных технологий;10.01.2024
№32413162545;Оказание услуг по предоставлению и адаптации экземпляров Справочной правовой системы КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413164036;"услуги по сопровождению разрабатываемого Электронного периодического справочника ""Система ГАРАНТ""";63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;10.01.2024
№32413163970;Предоставление права использования программы для ЭВМ «Infinity»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163960;Выполнение работ по по сопровождению программных продуктов 1С;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162536;Оказание услуги по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413163902;Адаптация и сопровождение экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163853;"Оказание услуг по сопровождению программ для ЭВМ системы ""1С:Предприятие"" и баз данных, включая базы данных 1С:ИТС, после их адаптации под потребности заказчика";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163823;"Сопровождение программы ""АСУП""";62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413163792;"Оказание услуг по сопровождению локального программного обеспечения ""КроносПро"" ";62.09.20.120: Услуги по установке программного обеспечения;10.01.2024
№32413163749;"Оказание услуг по адаптации и сопровождению экземпляров системы КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем КонсультантПлюс для государственного бюджетного учреждения ""Волгоградский областной научно-производственный центр по охране памятников истории и культуры""";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163717;Оказание услуг по техническому обслуживанию и администрированию серверного и коммуникационного оборудования;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413162957;оказание услуг по обслуживанию мини АТС;63.99.10.140: Услуги компьютерные информационные телефонной связи;10.01.2024
№32413161843;Оказание услуг по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры бюджетного учреждения 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163337;"Оказание услуг по технической поддержке комплексной лабораторной информационной системы для нужд ФБУЗ ""Центр гигиены и эпидемиологии в Самарской области""";62.03.12.190: Услуги по управлению компьютерными системами прочие, не включенные в другие группировки;10.01.2024
№32413162900;Оказание услуг расширенной технической поддержки используемых на предприятии программных продуктов 1С;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161813;"оказание услуг по сопровождению медицинской и лабораторной информационной системы ""Ариадна"" с передачей неисключительных прав на обновленные модули на 2024г";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163636;"Закупка у единственного поставщика по заключению договора об оказании услуг по сопровождению ЭПС ""Система ""Гарант""";63.99.10.110: Услуги по поиску информации за вознаграждение или на договорной основе;10.01.2024
№32413162096;Оказание услуг по абонентскому сопровождению программных продуктов 1С;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163627;оказание услуг Специализированной организацией по информационно-консультационному и техническому сопровождению закупок товаров, работ, услуг;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413163603;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161339;Поставка, адаптация и сопровождение экземпляров Систем Консультант Плюс;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413155877;"Оказание услуг по администрированию ПАК ViPNet Coordinator HW защищенной сети № 13000 для государственного бюджетного учреждения здравоохранения Самарской области ""Самарская городская клиническая стоматологическая поликлиника №1"" в 2024 году.";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;08.01.2024
№32413162743;Оказание услуг в области защиты информации и информационно-техническому сопровождению;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413163531;"Услуги по установке, адаптации, модификации, тестированию и сопровождению программ для ЭВМ системы ""С: Предприятие"" и баз данных, включая базы данных 1М:ИТС,  а также консультационные услуги";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;10.01.2024
№32413163126;"Оказание услуг по сопровождению используемого Электронного периодического справочника ""Система ГАРАНТ""";62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413162705;"Сопровождение информационно-справочной системы ""Техэксперт""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413163477;"Предоставление услуги по обслуживанию ПП ""1С:Предприятие"", ПП ""Камин-расчет заработной платы"", ПП ""Общепит""";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163464;Оказание услуг по сопровождению программного обеспечения Dental4Windows;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163436;оказание услуг Специализированной организацией по информационно-консультационному и техническому сопровождению закупок товаров, работ, услуг ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413163375;Оказание услуг Специализированной организацией по информационно-консультационному и техническому сопровождению закупок товаров, работ, услуг;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163363;Оказание информационно-консультационных услуг по абонементному обслуживанию программных средств (ПС) для автоматизации управленческой деятельности на предприятии ПС «1С:Предприятие»;62.03.12: Услуги по управлению компьютерными системами;10.01.2024
№32413163331;Сопровождение програмного комплекса 1С;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162434;Приобретение неисключительных прав (продление лицензий) на использование системы обнаружения и предотвращения атак на веб-приложения;62.01.29.000: Оригиналы программного обеспечения прочие;10.01.2024
№32413163196;"Оказание услуг по адаптации и сопровождению экземпляров системы КонсультантПлюс для нужд филиала ППК ""Роскадастр"" по Астраханской области";62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413163145;Срочное неисключительное право на программное обеспечение « Эконом-Эксперт. Договоры»,2 рабочих мест, 1 заказчик+сопровождение, 1 год.;62.01.29: Оригиналы программного обеспечения прочие;10.01.2024
№32413163041;Оказание услуг по сопровождению программного обеспечения.;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162647;«Оказание услуг на продление неисключительных прав использования базы данных Электронная система «Госфинансы» для субъектов малого и среднего предпринимательства;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413163005;"Оказание консультационных услуг по работе с программными продуктами 1С: 1С:Бухгалтерия государственного учреждения 8; 1С:Зарплата и кадры государственного учреждения";62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413162517;Услуги по передачи и адаптированию экземпляры Справочной Правовой Системы КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162870;Оказание услуг специализированной организацией по информационно-консультационному и техническому сопровождению закупок товаров, работ, услуг;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413162830;Услуги по сопровождению разрабатываемого Электронного периодического справочника  «Система ГАРАНТ» в 2024 году.;62.09.20.120: Услуги по установке программного обеспечения;10.01.2024
№32413162765;Оказание услуг справочной системы;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413162018;"Услуги по аутсорсингу программных продуктов ""1С:Предприятие""";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162745;Оказание услуг по информационно-технологическому сопровождению, обновлению автоматизированной информационной системы на основе компьютерных баз данных (справочно-правовой системы) для нужд филиала ППК «Роскадастр» по Удмуртской Республике;62.02.10.000: Услуги консультативные по компьютерному оборудованию;10.01.2024
№32413162728;Услуги по адаптации и сопровождению экземпляров Систем КонсультантПлюс, иного программного обеспечения, на основе специального лицензионного программного обеспечения;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162711;Оказание услуг по предоставлению права использования веб-версии информационной системы «Спорт: Учет»;63.11.13.000: Услуги по предоставлению программного обеспечения без его размещения на компьютерном оборудовании пользователя;10.01.2024
№32413162706;Информационное обслуживание программных продуктов ;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162584;Оказание услуг по начислению и обработке коммунальных платежей, формированию платежных документов на оплату услуг холодного водоснабжения, водоотведения и прочих услуг от плательщиков, проживающих в г. Фокино Брянской области в многоквартирных домах и индивидуальных домовладений;63.11.11.000: Услуги по обработке данных;10.01.2024
№32413162575;оказание услуг Специализированной организацией по информационно-консультационному и техническому сопровождению закупок товаров, работ, услуг;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413162495;Сопровождение и адаптация экземпляров систем КонсультантПлюс;62.09.20.120: Услуги по установке программного обеспечения;10.01.2024
№32413162392;Сопровождение 1С;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413162363;Оказание услуг по сопровождению программных продуктов «1С:ПРЕДПРИЯТИЕ»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413159343;Конкурс в электронной форме участниками которого могут быть только субъекты малого и среднего предпринимательства на право заключения договора на выполнение работ по функционально-техническому развитию информационных систем на базе 1С корпоративной системы управления деятельностью в 2024-2025 годах;62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;09.01.2024
№32413162319;Оказание услуг по сопровождению информационно-справочной системы «Техэксперт».;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413162308;Информационные услуги;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;10.01.2024
№32413161601;"Информационное сопровождение и консультационное обслуживание ПК ""Зеркало-Персонал""";62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413162270;Оказание услуг по сопровождению и технической поддержке программного продукта  АС «Смета»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161227;Программное обеспечение для получения данных о выставленных начислениях и передачи показаний ИПУ абонентов со смартфонов под управлением Android и  iOS (iPhone);62.01.29.000: Оригиналы программного обеспечения прочие;10.01.2024
№32413162190;"Выполнение работ по сопровождению и развитию программного продукта на базе конфигурации ""1С: Управление производственным предприятием"" на базе платформы 1С: Предприятие 8";62.02.10.000: Услуги консультативные по компьютерному оборудованию;10.01.2024
№32413161493;Оказание услуг по авторскому надзору за промышленной эксплуатацией и сопровождение программно-технического комплекса «Учет населения в паспортных службах жилищных организаций»;62.02.30: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161462;Оказание услуг по авторскому надзору за промышленной эксплуатацией и сопровождение программно-технического комплекса «Учет расчетов с квартиросъемщиками и поставщиками услуг»;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413162041;на сопровождение (установку, тестирование, консультирование, адаптацию и модификацию) следующих программных продуктов: 1С:Бухгалтерия государственного учреждения 8, 1С:Зарплата и кадры государственного учреждения 8  ;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161325;Проектирование централизованной MES-системы;62.01.29.000: Оригиналы программного обеспечения прочие;10.01.2024
№32413161962;Обслуживание комплексной автоматизированной музейной информационной системы КАМИС5. ;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161938;Услуга по сопровождению адаптированного экземпляра СПС Консультант ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;10.01.2024
№32413160328;"Информационное обслуживание """"Тех-Эксперт""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;10.01.2024
№32413160657;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» для нужд ФБУЗ «Центр гигиены и эпидемиологии в Томской области»;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161837;Сопровождение лицензионного ПО;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161821;Оказание услуг по сопровождению программного обеспечения Dental4Windows. ;62.02: Услуги консультативные, связанные с компьютерной техникой;10.01.2024
№32413160411;"Оказание услуг по консультационно и информационно-технологическому сопровождению программных продуктов 1С для ФБУЗ ""Центр гигиены и эпидемиологии в Амурской области""";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161757;Передача права на использование (простая неисключительная лицензия) в отношении  программ для ЭВМ и баз данных;62.03.12: Услуги по управлению компьютерными системами;10.01.2024
№32413161756;"Оказание услуг по сопровождению бухгалтерского программного обеспечения для нужд МБУ ""Дом Доброты""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413161040;Абонентское обслуживание навигационного связного терминала и программного обеспечения технических средств ;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413161682;ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ ЭКЗЕМПЛЯРОВ СИСТЕМ КОНСУЛЬТАНТПЛЮС ;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161667;"Оказание услуг по сопровождению программных продуктов ""1С:Предприятие";62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161306;Оказание услуг по информационному обслуживанию программных продуктов «1С: Бухгалтерия государственного учреждения 8», «1С: Зарплата и кадры государственного учреждения 8»;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413160337;Оказание информационных услуг ;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161624;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копии Систем КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161620;"Услуги по обслуживанию программного продукта ""1 С: Предприятие 8""";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413161614;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс ;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;10.01.2024
№32413160557;Услуги по абонентскому сопровождению программных продуктов 1С;"62.0: Продукты программные и услуги по разработке программного обеспечения; консультационные и аналогичные услуги в области информационных технологий";10.01.2024
№32413161602;Оказание услуг по поставке, адаптации и сопровождению экземпляров Систем КонсультантПлюс;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413160905;Оказание услуг по сопровождению программного продукта «1С: Бухгалтерия 8» согласно техническому заданию.;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413160887;услуги по развитию и сопровождению программного продукта АСГОР «Управление расходами бюджетной организации»;62.01.11: Услуги по проектированию, разработке информационных технологий для прикладных задач и тестированию программного обеспечения;10.01.2024
№32413160886;Оказание услуг по сопровождению комплекса программных продуктов «Зеркало-Персонал» согласно техническому заданию.;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161560;Оказание услуг облачной фискализации;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413161554;Оказание услуг по техническому сопровождению автоматизированной информационной системы Архангельской области «Управление лесным фондом Архангельской области»;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413160872;Оказание услуг, выполнение работ по обслуживанию программного обеспечения;62.03.12.120: Услуги по управлению компьютерными системами дистанционно;10.01.2024
№32413161544;Услуги информационные автоматизированные компьютерные для ГБПОУ НЭТ.;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;10.01.2024
№32413161516;Услуги по адаптации и сопровождению систем Консультант Юрист смарт-комплект Оптимальный ОВК-Ф (2 шт.);62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161492;"""Для субъектов малого предпринимательства, социально-ориентированных некоммерческих организаций на определение поставщика на  """"Оказание услуги по информационно-правовому обслуживанию СПС «Гарант» на 2024 год"""" """;62.03.12.130: Услуги по сопровождению компьютерных систем;10.01.2024
№32413161470;"Информационно-правовое обеспечение ""Гарант""";62.01.2: Оригиналы программного обеспечения;10.01.2024
№32413161405;Оказание услуг по обслуживанию ПК и программного обеспечения «1С Предприятие»;62.03.11.000: Услуги по управлению сетями;10.01.2024
№32413160472;Оказание услуг по техническому обслуживанию комплекса технических средств охраны, установленных на объектах МУП «Коммунальщик»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;10.01.2024
№32413160996;Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;10.01.2024
№32413160719;Оказание услуг по сопровождению и периодическому обновлению ранее установленного Электронного периодического справочника «Система ГАРАНТ».;62.01.29.000: Оригиналы программного обеспечения прочие;10.01.2024
№32413160322;Оказание услуг по консультационно-технологическому сопровождению прикладных программ;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;10.01.2024
№32413160287;Поставка, адаптация и сопровождение экземпляров системы Консультант Плюс для нужд АО «Каминжиниринг»;63.11.11.000: Услуги по обработке данных;10.01.2024
