Реестровый номер закупки;Наименование закупки;Классификация по ОКПД2;Дата размещения
№0348200039824000004;Закупка услуг по сервисному сопровождению лабораторной информационной системы INNOVASYSTEM 2024 г.;62.02.3: Услуги по технической поддержке информационных технологий;19.01.2024
№0149200002324000209;Оказание услуг по сопровождению типовых конфигураций программных продуктов «1C: Бухгалтерия государственного учреждения 8» и 1С: Медицина. Зарплата и кадры бюджетного учреждения;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0151300013424000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0318200049924000004;Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№32413209962;210857_К_Оказание услуг по сопровождению официального сайта и развитию онлайн-сервисов ООО «БашРТС»;63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;24.01.2024
№0352200006724000001;"Оказание услуг по обеспечению функционирования и развития государственной  информационной системы Омской области ""Катарсис"" (Реестровый номер 2024.005767)";62.01.11.000: Услуги по проектированию и разработке информационных технологий для прикладных задач и тестированию программного обеспечения;24.01.2024
№0825500000724000073;«Информационно - технологическое сопровождение программных продуктов системы «1С: Предприятие» (ИТС ЦГУ)»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0890300004824000022;Приобретение антивирусного ПО;62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0372200123424000006;Оказание услуг по предоставлению (продлению) неисключительных пользовательских прав на использование антивирусного программного продукта;62.01.29.000: Оригиналы программного обеспечения прочие;24.01.2024
№0869600049824000002;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (справочной правовой системы) (далее – ЭПС «Система ГАРАНТ»), содержащего информацию о текущем состоянии законодательства Российской Федерации, путем предоставления текущих версий комплекта ЭПС «Система ГАРАНТ» (справочной правовой системы);62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0153100000724000001;"оказание услуг по сопровождению СПС ""Гарант""";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0835500000324000001;Оказание услуг по сопровождению и технической поддержке лицензионного программного обеспечения «Автоматизированная информационная система управления пассажирским транспортом АИС-УНПТ»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0365100000924000021;Оказание услуг  по техническому обслуживанию контакт-центра НИИ кардиологии Томского НИМЦ;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0105500000224000017;Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0387200007624000019;Оказание услуг по сопровождению «Справочно-Правовой системы Консультант Плюс»;62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№0358300351924000002;"Услуги по предоставлению защищенного виртуального центра обработки данных и организации доступа (IaaS) для нужд ГБУ РО ""ГПС"" в г. Ростове-на-Дону в период  2024 год.";62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0338200013624000001;"Оказание услуг по сопровождению в 2024 году государственной информационной системы Камчатского края ""Централизованная информационная система бюджетного (бухгалтерского) учета""";"62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки; 63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий";24.01.2024
№32413231980;"Оказание услуг по доработке функционала корпоративной информационной системы «Единый биллинг» на базе Oracle Utilities CC&amp;B для нужд АО ""ЭнергосбыТ Плюс""";62.01: Продукты программные и услуги по разработке и тестированию программного обеспечения;31.01.2024
№0266100000324000002;"Оказание услуг по сопровождению  прикладного программного обеспечения «Автоматизированная информационная система «ИМЦ: ТФОМС»: подсистема ""Реэкспертиза"", подсистема ""Журнал обращений"", подсистема ""Персонифицированный учёт медицинской помощи"" модуль ""Автоматизированное формирование заключений МЭК"", подсистема ""Система информационного сопровождения застрахованных лиц"", подсистема ""Онкоистория""";62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0321200022024000138;Оказание услуг по сервисному сопровождению лабораторной информационной системы;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0321200014924000011;Оказание консультационных услуг и технической поддержки пользователям комплексной системы автоматизации медицинского учреждения (КСАМУ) для обеспечения нужд   ГКУЗ  «Ставропольский краевой госпиталь для ветеранов войн»;62.02.30.000: Услуги по технической поддержке информационных технологий;30.01.2024
№0301300021824000013;Оказание услуг обеспечивающие эффективную эксплуатацию персоналом Заказчика Государственной информационной системы в сфере здравоохранения Республики Башкортостан;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;23.01.2024
№0122200002524000107;Оказание услуг по технической поддержке подсистемы «Учет услуг» МИС «Пациент.NET»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0815500000524000571;"Оказание услуг по продлению неисключительных прав на использование программы ""Антивирус Касперского""";62.01.29.000: Оригиналы программного обеспечения прочие;30.01.2024
№0358300096024000001;"Закупка услуг по предоставлению сервисов сопровождения компонентов программного обеспечения медицинской информационной системы для ГБУ РО ""ЦРБ"" в Неклиновском районе на 2024 год";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0358300096024000002;"Закупка услуг по сопровождению ранее установленного периодического справочника  (информационного продукта вычислительной техники/справочно-правовой системы), содержащего информацию о текущем состоянии законодательства Российской Федерации для ГБУ РО ""ЦРБ"" в Неклиновском районе на 2024 г.";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0869200000224000232;Оказание услуг по сопровождению и технической поддержке программных продуктов, входящих в состав программно-технологического комплекса «Система обработки информации службы занятости населения» (ПТК «СОИ СЗН»), и передача неисключительных (пользовательских) прав на разработанное программное обеспечение.;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0306300054824000007;оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники) (далее — ЭПС «Система ГАРАНТ»), содержащей информацию о текущем состоянии законодательства Российской Федерации;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0358300002724000013;"Оказание услуг по сопровождению компонентов программы для ЭВМ ""Медицинская информационная система ""ЛПУ-ЭМ""";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0151300013424000005;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ» (информационного продукта вычислительной техники), содержащей информацию о текущем состоянии законодательства Российской Федерации, путем предоставления в электронном виде по каналам связи посредством телекоммуникационной сети Интернет формируемых Исполнителем текущих версий специальных информационных массивов ЭПС «Система ГАРАНТ»;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0335200007524000003;оказание услуг по технической поддержке информационной системы обмена медицинскими изображениями (ИСОМИ) государственной информационной системы в сфере здравоохранения Калининградской области в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
№0177200000924000009;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными у Заказчика экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;18.01.2024
№0318300018324000003;Оказание информационных услуг с использованием Справочной Правовой Системы для нужд отдела по делам несовершеннолетних администрации муниципального образования Щербиновский район на 2024 год;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0373100028824000003;Оказание услуг по предоставлению  сертификатов электронных ключей (ключей активации) сервиса поддержки и расширения функционала для СХД NEC HYDRAStor и серверного оборудования Fujitsu;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0358300341724000001;"Прочая закупка товаров, работ, услуг (Услуги по технической поддержке программного обеспечения информационной подсистемы ""Электронный детский сад"")";62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0373100028824000004;Оказание услуг по предоставлению  сертификатов электронных ключей (ключей активации) сервиса поддержки и расширения функционала для СХД NEC HYDRAStor и NetApp серии AFF;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0138200001624000003;Оказание услуг по информированию населения о деятельности Губернатора и Правительства Камчатского края по реализации указов Президента Российской Федерации, в том числе в области патриотической деятельности, патриотического воспитания, поддержки участников специальной военной операции и жителей присоединенных территорий.;"63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет; 60.20.11.000: Услуги по составлению телепрограмм и вещанию в режиме on-line, кроме программ, доступных только на основе подписки";25.01.2024
№0373100028824000002;Оказание услуг по предоставлению  сертификатов электронных ключей (ключей активации) сервиса поддержки и расширения функционала для СХД NEC HYDRAStore и сетевого оборудования Extreme Networks;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0373100028824000001;Оказание услуг по предоставлению  сертификатов электронных ключей (ключей активации) сервиса поддержки и расширения функционала для СХД NEC HYDRAStore;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0120200000224000002;Оказание услуг по сопровождению и технической поддержке программного обеспечения «1С:Бухгалтерия государственного учреждения 8» (редакция 2) , «1С:Зарплата и кадры государственного учреждения» (редакция 3) и информационно- консультационные услуги;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0302300048724000029;Оказание информационных услуг по освещению деятельности Улан-Удэнского городского Совета депутатов на сайте сетевого издания с обязательным размещением в эфире радиоканала отобранных материалов;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;23.01.2024
№0387200023724000001;Услуги по адаптации и сопровождению экземпляра системы СПС КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;24.01.2024
№0372200263324000006;Оказание услуг по сопровождению адаптированного экземпляра СПС Консультант Бюджетные организации смарт-комплект Оптимальный (в т.ч. специальной копии системы) для Государственного бюджетного учреждения дополнительного образования спортивная школа Красногвардейского района Санкт – Петербурга, для нужд Санкт-Петербурга в 2024 году;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0124200000624000188;Оказание услуг по предоставлению доступа к сервисам Яндекс 360 для бизнеса;63.11.19.000: Услуги прочие по размещению и предоставлению инфраструктуры информационных технологий;30.01.2024
№0121600019524000001;Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;63.91.11.000: Услуги информационных агентств, предоставляемые газетам и периодическим изданиям;23.01.2024
№0820300000224000003;Услуги по технической поддержке информационных технологий;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318200029824000002;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, оказываемых на основе специального лицензионного программного обеспечения, обеспечивающая совместимость услуг с экземплярами Систем КонсультантПлюс;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0152200004724000028;Оказание услуг по сопровождению государственной информационной системы Омской области в сфере закупок товаров, работ, услуг для обеспечения государственных нужд Омской области (Реестровый номер 24.42.0057);62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0376300009224000002;Оказание услуг по сопровождению нетиповых программных продуктов 1С:Бухгалтерия;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0320200025724000008;Оказание услуг по сопровождению, технической поддержке и сервисному обслуживанию программных продуктов «Катарсис»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0345300019424000008;Оказание услуг по комплексному информационно-техническому сопровождению программных продуктов на 2024 год;62.03.12.130: Услуги по сопровождению компьютерных систем;22.01.2024
№0847500000924000010;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (120 объекта) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0847500000924000011;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (43 объекта) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0847500000924000012;Оказание услуг по организации сети передачи данных для доступа территориально удаленных Учреждений (10 объектов) к региональному сегменту системы межведомственного электронного взаимодействия Магаданской области;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;24.01.2024
№0105500000224000056;Оказание услуг по продлению права использования антивируса Kaspersky Endpoint Security для бизнеса - расширенный Russian Edition;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0347200006624000003;Оказание услуг по информированию населения о результатах работы депутатов Магаданской областной Думы и освещению деятельности Магаданской областной Думы в 2024 году;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;22.01.2024
№0347200006624000002;Оказание услуг по информированию населения о результатах работы депутатов Магаданской областной Думы и освещению деятельности Магаданской областной Думы в 2024 году;63.11.12.000: Услуги по размещению в информационно-коммуникационной сети Интернет;22.01.2024
№0304200003824000002;Оказание услуг по техническому сопровождению при эксплуатации специального программного обеспечения информационной системы, выполняющей функции региональной государственной информационной системы в сфере здравоохранения Кабардино- Балкарской Республики;62.03.12.130: Услуги по сопровождению компьютерных систем;19.01.2024
№0306500001024000004;Оказание услуг по передаче неисключительных прав на систему антивирусной защиты (продление действующей лицензии);62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№0148300000624000024;Оказание услуг по сопровождению Электронного периодического справочника «Система ГАРАНТ»;62.02.3: Услуги по технической поддержке информационных технологий;23.01.2024
№0162300040424000001;"Техническое обслуживание программных продуктов ""Барс-Имущество""";62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0372200155124000005;Передача неисключительных прав на программы для ЭВМ (антивирус)  для нужд СПБ ГБУЗ «ДГСП №1» в 2024 году;62.01.29.000: Оригиналы программного обеспечения прочие;25.01.2024
№0873500000824000018;Оказание услуг по сопровождению и развитию автоматизированной системы управления и учета результатов контрольно-ревизионной деятельности на платформе «1С: Предприятие 8.3» (Конфигурация «1С: Документооборот»);62.02.30.000: Услуги по технической поддержке информационных технологий;11.01.2024
№0846500000624000014;Услуги по сопровождению программного комплекса для казначейского исполнения бюджета, осуществления государственных и муниципальных закупок, управления бюджетным процессом и составления отчетности по консолидированному бюджету, разработки ООО «Кейсистемс» с предоставлением неисключительных (пользовательских) прав на использование программы для ЭВМ на 2024 год;62.02.20.190: Услуги консультативные в области компьютерных технологий прочие;30.01.2024
№0124200000624000130;Оказание услуг по сопровождению программного обеспечения Лабораторной Информационной Системы «Ариадна»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0124200000624000122;Оказание услуг по сопровождению программного обеспечения Медицинской Информационной Системы «Ариадна»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318300039824000012;Оказание услуг по сопровождению программного обеспечения автоматизированной системы оперативного управления диспетчерской службой скорой медицинской помощи (АСОУ ДС СМП) в 2024 году.;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0318200013124000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318200044924000003;Передача неисключительных прав на продукт DocShell;62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0122300005024000002;"Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс, включая специальную копию Систем, установленных в администрации городского поселения ""Рабочий поселок Переяславка""";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0345300140024000005;"Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс на основе специального лицензионного программного обеспечения для нужд МБУ ""БОСТ""";62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№0303200024024000001;Оказание услуг по адаптации и сопровождению экземпляров систем КонсультантПлюс на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными в Министерстве природных ресурсов и экологии Республики Дагестан экземплярами систем КонсультантПлюс для нужд Министерства природных ресурсов и экологии Республики Дагестан.;62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0318200006424000001;Оказание услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;25.01.2024
№0377600001324000001;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс  на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы КонсультантПлюс);62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0124600003024000007;Оказание услуг по адаптации и сопровождению экземпляров Специального Выпуска Системы КонсультантПлюс, принадлежащих администрации Верхнетоемского муниципального округа на основании ранее заключенных договоров, на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными экземплярами Специального Выпуска Системы КонсультантПлюс;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;19.01.2024
№0306300046324000001;Сертификат активации сервиса совместной технической поддержки продуктов VipNet (в сфере ИКТ по решению ФО);62.02.3: Услуги по технической поддержке информационных технологий;24.01.2024
№0153300053424000001;"Оказание услуг по техническому сопровождению программного продукта АС ""Бюджет"", а также дополнительных программных модулей и функционала к этому программному продукту";62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0123200000324000044;"Оказание услуг по сопровождению электронного периодического справочника ""Система Гарант""";62.03.12.130: Услуги по сопровождению компьютерных систем;24.01.2024
№0139300001324000030;"Предоставление услуг технической поддержки программных продуктов для обеспечения муниципальных нужд в муниципальном образовании ""Беловский городской округ""";62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0351200000624000045;Оказание услуг по адаптации и сопровождению экземпляров Систем Консультант Плюс, оказываемые на основе специального лицензионного программного обеспечения, обеспечивающего совместимость услуг с установленными у заказчика экземплярами Систем Консультант Плюс (в том числе специальной копией Системы Консультант Плюс).;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0318200068124000001;Оказание услуг по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0318200051624000001;Продление лицензии приложения по автоматизации процессов сопровождения и разработки документации, регламентирующей защиту информации;62.01.29.000: Оригиналы программного обеспечения прочие;23.01.2024
№0318200006224000004;услуги по предоставлению сертификата на техническую поддержку программного продукта «ПАРУС-Бюджет 8»;62.02.30.000: Услуги по технической поддержке информационных технологий;24.01.2024
№0823600003624000003;"Оказание услуг по сопровождению Электронного периодического справочника ""Система ГАРАНТ""";63.99.10.190: Услуги информационные автоматизированные компьютерные прочие, не включенные в другие группировки;23.01.2024
№0318200078424000017;Оказание услуг по продлению сертификатов технической поддержки;62.02.30.000: Услуги по технической поддержке информационных технологий;22.01.2024
№0187300017324000001;Оказание услуг по адаптации и сопровождению экземпляров Систем «КонсультантПлюс»;62.02.30.000: Услуги по технической поддержке информационных технологий;23.01.2024
№0302300033424000001;Оказание услуг по информационному сопровождению справочной правовой системы;62.03.12.130: Услуги по сопровождению компьютерных систем;23.01.2024
№0119200000124000222;ЭА-№-25/24 «Оказание услуг по технической поддержке Модуля расширения Платформы автоматизации «ЦИТОРУС» субъектами малого предпринимательства, социально ориентированными некоммерческими организациями»;63.11.1: Услуги по обработке данных, размещению, услуги по предоставлению приложений и прочей инфраструктуры информационных технологий, услуги, связанные с созданием и использованием баз данных и информационных ресурсов;24.01.2024
№0119200000124000108;ЭА-№-335/24 «Оказание услуг по обслуживанию, технической и информационной поддержке программного обеспечения «Государственная информационная система «Енисей-Стройнадзор»»;62.09.20.190: Услуги по технической поддержке в области информационных технологий прочие, не включенные в другие группировки;22.01.2024
№0149200002324000215;Оказание услуг по адаптации и сопровождению установленных у заказчика экземпляров Справочной правовой системы (СПС) «КонсультантПлюс»;62.03.12.130: Услуги по сопровождению компьютерных систем;25.01.2024
№32413236735;Поставка сертификатов на техническую поддержку;62.02.30: Услуги по технической поддержке информационных технологий;31.01.2024
№0172300004924000003;Оказание услуг по адаптации и сопровождению экземпляров Систем КонсультантПлюс на основе специального лицензионного сервисного программного обеспечения, обеспечивающего совместимость (взаимодействие) услуг с ранее установленными в МЕСТНАЯ АДМИНИСТРАЦИЯ П.ПЕТРО-СЛАВЯНКА экземплярами Систем КонсультантПлюс (в том числе специальной копией Системы).;62.03.12.130: Услуги по сопровождению компьютерных систем;31.01.2024
№32413236729;предоставление права использования программного обеспечения (услуги по развитию платформы «УМНЫЙ СМОЛЕНСК»);62.01.29.000: Оригиналы программного обеспечения прочие;31.01.2024
№0358200055824000003;Услуги по технической поддержке информационных технологий (Приобретение сертификатов активации сервиса технической поддержки на ПО ViPNet TIAS и ПАК ViPNet IDS);62.02.30.000: Услуги по технической поддержке информационных технологий;31.01.2024
